interaction_id,customer_id,interaction_date,interaction_type,channel,resolution_time_hours,satisfaction_score,repeat_contact_flag
INT000369,CUST004284,2023-02-26,Chat,Email,3.9,4.1,True
INT000370,CUST000508,2024-07-28,Support Call,Phone,8.6,5.0,False
INT000371,CUST010205,2024-02-05,Branch Visit,Phone,41.5,3.3,False
INT000372,CUST001505,2024-08-15,Chat,Branch,3.8,3.8,False
INT000373,CUST008445,2023-01-20,Support Call,Mobile App,3.4,3.6,False
INT000374,CUST016234,2024-09-23,Support Call,Chat,5.4,4.2,False
INT000375,CUST008962,2024-05-02,Complaint,Chat,22.2,3.1,False
INT000376,CUST000729,2024-11-13,Branch Visit,Phone,18.0,3.4,False
INT000377,CUST013730,2024-12-07,Support Call,Phone,9.9,2.5,False
INT000378,CUST008304,2024-01-07,Chat,Phone,13.3,3.4,False
INT000379,CUST002221,2023-10-07,Branch Visit,Email,3.1,4.2,False
INT000380,CUST010001,2023-03-27,Chat,Chat,3.7,2.5,False
INT000381,CUST001442,2024-04-16,Complaint,Phone,24.6,3.9,False
INT000382,CUST002896,2023-09-08,Branch Visit,Email,11.4,4.0,False
INT000383,CUST016705,2023-08-22,Branch Visit,Branch,22.9,3.0,False
INT000384,CUST002401,2023-07-24,Branch Visit,Email,4.3,3.9,False
INT000385,CUST004911,2023-01-11,Chat,Branch,12.6,2.8,False
INT000386,CUST002513,2023-11-06,Complaint,Phone,6.7,3.0,False
INT000387,CUST014899,2023-05-14,Support Call,Branch,1.7,4.1,False
INT000388,CUST006880,2023-02-09,Support Call,Mobile App,6.5,4.4,False
INT000389,CUST000548,2023-02-12,Branch Visit,Branch,4.9,5.0,False
INT000390,CUST016581,2023-12-27,Support Call,Branch,16.7,2.9,False
INT000391,CUST002505,2023-10-29,Chat,Email,13.6,2.9,False
INT000392,CUST012419,2024-05-23,Support Call,Branch,15.2,3.0,False
INT000393,CUST019382,2024-07-18,Branch Visit,Email,10.0,5.0,False
INT000394,CUST004114,2024-06-02,Chat,Mobile App,15.6,3.1,False
INT000395,CUST007207,2024-11-03,Chat,Mobile App,3.4,3.4,False
INT000396,CUST006179,2024-01-10,Branch Visit,Branch,10.5,4.3,False
INT000397,CUST002487,2023-03-16,Support Call,Branch,10.4,5.0,False
INT000398,CUST014204,2024-05-07,Chat,Mobile App,12.9,3.3,False
INT000399,CUST009874,2024-03-31,Branch Visit,Branch,4.3,3.0,False
INT000400,CUST008992,2023-04-27,Chat,Email,12.5,4.0,False
INT000401,CUST019977,2023-03-22,Support Call,Email,4.0,2.1,False
INT000402,CUST003778,2024-11-14,Support Call,Mobile App,6.7,3.7,False
INT000403,CUST015825,2023-06-27,Chat,Branch,11.0,2.8,False
INT000404,CUST018799,2023-02-16,Support Call,Phone,5.7,4.7,False
INT000405,CUST019916,2023-06-22,Email Inquiry,Phone,30.6,3.0,False
INT000406,CUST013354,2023-09-01,Branch Visit,Email,21.6,3.2,False
INT000407,CUST017000,2024-07-07,Chat,Phone,4.3,3.9,False
INT000408,CUST002796,2023-11-20,Chat,Branch,2.1,3.7,False
INT000409,CUST004188,2024-11-19,Email Inquiry,Mobile App,12.5,2.6,False
INT000410,CUST013614,2023-10-26,Complaint,Branch,4.5,3.8,False
INT000411,CUST013008,2024-09-18,Complaint,Branch,3.9,3.6,False
INT000412,CUST017909,2023-03-07,Support Call,Branch,21.7,3.1,False
INT000413,CUST016116,2024-12-29,Email Inquiry,Chat,4.1,2.9,False
INT000414,CUST012010,2023-06-22,Complaint,Mobile App,7.6,2.9,True
INT000415,CUST008826,2023-03-24,Complaint,Chat,13.2,2.7,False
INT000416,CUST009479,2023-07-12,Email Inquiry,Chat,45.1,4.3,False
INT000417,CUST019408,2024-09-20,Email Inquiry,Mobile App,10.9,4.2,False
INT000418,CUST006855,2023-08-25,Chat,Chat,18.3,3.2,True
INT000419,CUST007303,2023-04-18,Chat,Phone,7.9,5.0,False
INT000420,CUST007023,2024-02-27,Complaint,Branch,4.3,2.3,True
INT000421,CUST003329,2024-06-14,Chat,Email,3.7,4.3,False
INT000422,CUST004816,2023-02-23,Complaint,Chat,11.5,2.0,False
INT000423,CUST014116,2023-02-08,Branch Visit,Mobile App,15.3,3.7,True
INT000424,CUST009750,2023-01-14,Email Inquiry,Chat,21.9,4.0,False
INT000425,CUST012160,2024-12-30,Chat,Email,3.5,3.2,False
INT000426,CUST001502,2024-01-08,Email Inquiry,Phone,6.2,3.2,False
INT000427,CUST001280,2024-12-17,Support Call,Mobile App,5.1,4.8,False
INT000428,CUST006699,2023-09-19,Support Call,Phone,10.0,3.7,False
INT000429,CUST019471,2024-06-09,Branch Visit,Email,4.6,1.9,True
INT000430,CUST004531,2023-06-25,Branch Visit,Chat,14.4,2.8,False
INT000431,CUST015128,2023-09-14,Support Call,Chat,4.0,4.7,False
INT000432,CUST003565,2023-05-15,Complaint,Branch,7.6,3.9,False
INT000433,CUST000758,2023-11-01,Complaint,Branch,6.7,4.3,False
INT000434,CUST006154,2024-05-13,Chat,Mobile App,16.5,4.7,False
INT000435,CUST000275,2023-01-24,Support Call,Email,14.5,2.3,False
INT000436,CUST002949,2023-06-20,Branch Visit,Branch,41.2,5.0,False
INT000437,CUST009746,2024-07-27,Complaint,Phone,10.9,3.6,False
INT000438,CUST003723,2024-10-09,Branch Visit,Chat,0.7,2.9,False
INT000439,CUST013085,2023-08-07,Chat,Chat,36.5,3.6,False
INT000440,CUST005209,2024-12-06,Complaint,Branch,17.9,4.1,False
INT000441,CUST010442,2024-10-19,Chat,Branch,8.7,3.2,False
INT000442,CUST002407,2024-09-24,Branch Visit,Phone,7.9,1.7,False
INT000443,CUST010775,2024-02-20,Branch Visit,Email,6.6,4.0,False
INT000444,CUST019110,2024-10-22,Support Call,Email,3.1,3.5,False
INT000445,CUST002063,2023-12-17,Email Inquiry,Branch,4.4,2.9,False
INT000446,CUST007622,2023-04-16,Chat,Branch,5.2,3.4,False
INT000447,CUST003555,2024-09-10,Branch Visit,Email,6.4,3.6,False
INT000448,CUST008653,2023-07-27,Complaint,Chat,8.7,3.1,False
INT000449,CUST006095,2023-08-30,Complaint,Chat,5.8,4.1,True
INT000450,CUST013574,2024-01-05,Branch Visit,Branch,26.4,3.8,False
INT000451,CUST009983,2024-01-11,Support Call,Email,12.6,3.3,False
INT000452,CUST000377,2024-09-19,Chat,Chat,11.6,5.0,True
INT000453,CUST016856,2023-12-03,Support Call,Branch,8.1,3.2,True
INT000454,CUST009215,2023-11-15,Complaint,Chat,2.2,3.1,False
INT000455,CUST012162,2024-10-23,Branch Visit,Phone,4.9,4.1,False
INT000456,CUST004739,2024-09-22,Support Call,Email,3.8,3.6,False
INT000457,CUST009964,2024-06-16,Email Inquiry,Phone,3.1,3.8,False
INT000458,CUST006149,2024-12-11,Chat,Branch,7.0,3.7,False
INT000459,CUST018435,2023-03-09,Support Call,Email,14.9,4.9,False
INT000460,CUST002828,2024-02-10,Support Call,Mobile App,2.5,3.1,False
INT000461,CUST015887,2024-02-10,Email Inquiry,Email,10.6,4.0,True
INT000462,CUST019633,2023-08-03,Email Inquiry,Branch,5.6,3.3,False
INT000463,CUST012646,2023-01-30,Branch Visit,Phone,13.0,4.5,False
INT000464,CUST007295,2024-09-18,Support Call,Chat,21.3,3.6,False
INT000465,CUST014387,2023-05-30,Support Call,Chat,23.9,4.3,False
INT000466,CUST005673,2024-01-15,Chat,Chat,7.5,3.9,False
INT000467,CUST012087,2023-09-24,Email Inquiry,Mobile App,3.8,4.3,False
INT000468,CUST001909,2024-11-02,Branch Visit,Branch,1.9,4.5,True
INT000469,CUST014876,2024-02-06,Chat,Mobile App,27.8,3.9,False
INT000470,CUST009190,2024-03-30,Support Call,Phone,14.4,5.0,False
INT000471,CUST018226,2023-12-31,Complaint,Branch,19.9,3.7,False
INT000472,CUST015221,2023-02-19,Support Call,Email,6.3,2.5,True
INT000473,CUST004323,2024-06-26,Branch Visit,Chat,13.2,3.9,False
INT000474,CUST003821,2023-02-16,Complaint,Mobile App,11.8,5.0,False
INT000475,CUST006566,2023-09-18,Chat,Phone,16.9,3.8,False
INT000476,CUST012959,2023-08-14,Complaint,Branch,1.9,4.4,False
INT000477,CUST014080,2023-01-08,Branch Visit,Mobile App,3.4,3.0,False
INT000478,CUST015175,2023-12-16,Complaint,Phone,7.8,2.0,False
INT000479,CUST017987,2024-01-28,Complaint,Phone,7.9,3.6,False
INT000480,CUST008673,2023-08-29,Email Inquiry,Phone,4.7,3.8,False
INT000481,CUST011121,2024-06-03,Branch Visit,Branch,1.9,4.2,False
INT000482,CUST006034,2024-06-29,Chat,Mobile App,15.5,3.3,False
INT000483,CUST009069,2023-05-01,Branch Visit,Phone,37.2,3.8,False
INT000484,CUST004464,2024-05-25,Support Call,Mobile App,8.7,4.3,True
INT000485,CUST014861,2024-10-31,Branch Visit,Mobile App,5.4,3.4,False
INT000486,CUST006373,2023-07-09,Chat,Phone,10.3,5.0,False
INT000487,CUST019007,2023-10-23,Support Call,Mobile App,4.2,3.5,False
INT000488,CUST002224,2023-06-12,Email Inquiry,Branch,10.6,4.0,False
INT000489,CUST018867,2024-02-28,Email Inquiry,Chat,1.3,2.6,False
INT000490,CUST014068,2023-11-19,Branch Visit,Branch,18.7,3.8,False
INT000491,CUST011085,2024-12-04,Complaint,Mobile App,10.9,3.4,False
INT000492,CUST002587,2023-02-14,Support Call,Phone,4.3,4.4,False
INT000493,CUST003558,2023-10-14,Branch Visit,Branch,22.0,3.8,False
INT000494,CUST008185,2023-05-17,Support Call,Mobile App,5.6,4.4,False
INT000495,CUST009059,2024-09-20,Chat,Email,5.8,3.0,False
INT000496,CUST007279,2024-02-20,Email Inquiry,Email,4.6,4.8,False
INT000497,CUST006688,2024-07-20,Support Call,Mobile App,17.4,5.0,True
INT000498,CUST012143,2024-07-18,Support Call,Email,13.3,2.9,False
INT000499,CUST001676,2024-12-21,Branch Visit,Chat,28.2,5.0,False
INT000500,CUST013362,2023-04-07,Support Call,Mobile App,7.8,3.5,False
INT000501,CUST018826,2023-12-31,Support Call,Email,24.6,3.4,False
INT000502,CUST017518,2024-08-04,Branch Visit,Email,11.1,3.8,False
INT000503,CUST001978,2023-08-23,Complaint,Email,33.0,4.0,False
INT000504,CUST002232,2023-07-29,Email Inquiry,Phone,36.7,3.9,False
INT000505,CUST004709,2024-09-16,Support Call,Email,0.8,4.2,True
INT000506,CUST002412,2024-12-15,Support Call,Email,7.0,4.3,False
INT000507,CUST003863,2023-01-13,Support Call,Mobile App,4.4,5.0,True
INT000508,CUST003468,2023-04-17,Email Inquiry,Phone,12.6,3.8,False
INT000509,CUST013163,2024-01-12,Support Call,Mobile App,1.3,3.8,False
INT000510,CUST014039,2024-04-21,Complaint,Branch,19.4,3.9,False
INT000511,CUST012534,2023-01-23,Support Call,Mobile App,4.8,4.1,True
INT000512,CUST016350,2023-07-01,Chat,Phone,1.5,3.1,False
INT000513,CUST017122,2023-11-20,Branch Visit,Branch,4.5,4.5,False
INT000514,CUST000755,2023-10-15,Complaint,Phone,1.1,3.0,False
INT000515,CUST017040,2024-01-29,Support Call,Email,13.4,3.8,False
INT000516,CUST016067,2024-10-03,Support Call,Chat,1.3,3.8,False
INT000517,CUST012687,2024-11-27,Chat,Branch,49.2,3.3,False
INT000518,CUST019940,2024-06-07,Complaint,Email,4.4,1.7,True
INT000519,CUST006820,2023-03-19,Support Call,Phone,4.6,4.8,True
INT000520,CUST007893,2024-09-12,Chat,Phone,12.5,4.4,False
INT000521,CUST002272,2024-10-26,Complaint,Branch,0.6,4.5,False
INT000522,CUST001617,2023-05-31,Branch Visit,Branch,24.6,3.4,True
INT000523,CUST000107,2024-04-06,Email Inquiry,Mobile App,55.5,2.9,False
INT000524,CUST012407,2024-06-24,Complaint,Email,23.9,3.9,False
INT000525,CUST013004,2024-04-02,Branch Visit,Branch,7.0,4.4,True
INT000526,CUST010459,2023-11-10,Complaint,Mobile App,15.7,4.6,True
INT000527,CUST010966,2024-12-27,Chat,Chat,5.9,3.8,False
INT000528,CUST004662,2023-12-12,Branch Visit,Branch,2.7,5.0,True
INT000529,CUST008176,2023-03-04,Chat,Email,5.9,3.9,False
INT000530,CUST014155,2024-08-04,Complaint,Email,12.3,3.7,False
INT000531,CUST005661,2024-02-05,Complaint,Email,27.0,3.0,False
INT000532,CUST012822,2024-05-24,Complaint,Phone,12.8,3.1,False
INT000533,CUST016238,2023-04-18,Branch Visit,Phone,21.4,2.0,False
INT000534,CUST003391,2023-11-04,Complaint,Email,15.6,3.9,False
INT000535,CUST009182,2023-07-16,Email Inquiry,Chat,14.2,3.9,False
INT000536,CUST016535,2024-12-16,Support Call,Chat,1.3,2.9,False
INT000537,CUST008767,2023-05-24,Complaint,Mobile App,19.4,3.8,True
INT000538,CUST015392,2023-07-04,Support Call,Email,15.4,1.5,False
INT000539,CUST010788,2024-03-04,Support Call,Email,19.8,4.4,False
INT000540,CUST003429,2023-06-15,Branch Visit,Email,14.9,3.4,False
INT000541,CUST008992,2024-11-21,Chat,Mobile App,10.9,5.0,False
INT000542,CUST008944,2024-07-26,Support Call,Branch,17.3,4.7,True
INT000543,CUST004511,2024-01-02,Chat,Mobile App,18.2,3.7,False
INT000544,CUST005123,2023-05-27,Support Call,Mobile App,0.7,3.5,False
INT000545,CUST002329,2023-04-08,Support Call,Branch,0.5,3.3,False
INT000546,CUST001580,2024-07-24,Chat,Email,3.3,3.6,True
INT000547,CUST007371,2024-07-14,Support Call,Chat,4.4,2.7,False
INT000548,CUST007304,2023-11-28,Branch Visit,Email,9.2,2.0,False
INT000549,CUST008504,2024-09-02,Branch Visit,Branch,15.1,3.3,False
INT000550,CUST018233,2024-03-12,Branch Visit,Email,10.8,2.5,False
INT000551,CUST018710,2023-07-05,Chat,Branch,5.4,4.0,False
INT000552,CUST005912,2024-11-07,Complaint,Branch,1.2,4.5,False
INT000553,CUST018816,2023-01-31,Chat,Email,12.9,3.8,True
INT000554,CUST009682,2023-10-06,Complaint,Email,15.9,3.3,False
INT000555,CUST018049,2023-02-26,Support Call,Phone,11.5,4.7,False
INT000556,CUST014252,2024-07-24,Chat,Phone,12.6,5.0,True
INT000557,CUST018414,2023-01-18,Chat,Chat,8.3,3.4,False
INT000558,CUST007092,2023-06-14,Support Call,Chat,37.5,4.7,True
INT000559,CUST000850,2023-11-24,Chat,Email,11.9,4.1,True
INT000560,CUST017208,2023-03-17,Support Call,Email,13.5,4.8,False
INT000561,CUST016879,2023-05-30,Chat,Mobile App,19.6,4.1,False
INT000562,CUST010932,2023-12-25,Support Call,Mobile App,5.8,3.8,False
INT000563,CUST012974,2023-08-30,Branch Visit,Branch,6.4,3.3,False
INT000564,CUST015675,2023-03-02,Branch Visit,Phone,10.5,3.8,False
INT000565,CUST016271,2024-10-18,Support Call,Mobile App,4.9,3.0,False
INT000566,CUST005649,2023-12-05,Support Call,Chat,11.5,3.6,False
INT000567,CUST012891,2023-11-11,Branch Visit,Branch,4.3,2.4,False
INT000568,CUST000247,2024-12-12,Chat,Chat,2.9,4.7,False
INT000569,CUST017378,2023-06-19,Branch Visit,Mobile App,19.5,3.5,False
INT000570,CUST000569,2024-12-10,Support Call,Branch,6.3,2.5,False
INT000571,CUST019318,2023-10-23,Branch Visit,Phone,7.3,4.2,True
INT000572,CUST019528,2024-07-16,Branch Visit,Email,4.7,3.5,False
INT000573,CUST015931,2024-11-29,Complaint,Email,2.4,4.8,False
INT000574,CUST014944,2023-12-07,Branch Visit,Mobile App,11.6,2.9,False
INT000575,CUST017968,2024-08-13,Branch Visit,Branch,9.4,3.5,False
INT000576,CUST016706,2023-01-01,Support Call,Phone,9.1,4.3,False
INT000577,CUST010478,2023-05-16,Complaint,Chat,9.5,4.2,False
INT000578,CUST018199,2024-07-29,Complaint,Chat,2.1,4.6,False
INT000579,CUST003980,2024-04-15,Chat,Chat,21.2,1.9,False
INT000580,CUST003245,2024-12-30,Branch Visit,Chat,25.6,3.3,False
INT000581,CUST009529,2024-09-14,Chat,Email,5.4,4.7,False
INT000582,CUST009133,2023-04-16,Support Call,Branch,12.0,3.7,False
INT000583,CUST001516,2024-10-18,Branch Visit,Phone,16.4,4.7,False
INT000584,CUST016620,2024-04-26,Branch Visit,Mobile App,8.1,3.6,False
INT000585,CUST000957,2024-11-23,Chat,Chat,22.3,4.3,False
INT000586,CUST012827,2023-11-21,Branch Visit,Phone,20.5,2.9,False
INT000587,CUST016212,2023-07-08,Complaint,Branch,23.4,3.0,False
INT000588,CUST015423,2023-06-25,Chat,Email,26.5,2.0,True
INT000589,CUST010260,2024-08-28,Complaint,Branch,5.8,2.3,False
INT000590,CUST000778,2024-10-16,Email Inquiry,Mobile App,4.6,2.1,False
INT000591,CUST018803,2024-12-03,Complaint,Chat,3.9,2.9,False
INT000592,CUST011762,2024-07-18,Complaint,Email,13.4,3.4,False
INT000593,CUST006740,2024-06-07,Branch Visit,Branch,3.9,3.6,False
INT000594,CUST008781,2024-11-20,Branch Visit,Email,7.8,4.3,False
INT000595,CUST016987,2023-04-04,Support Call,Mobile App,8.7,3.9,True
INT000596,CUST002813,2023-05-01,Branch Visit,Phone,9.4,2.8,False
INT000597,CUST019348,2024-04-19,Complaint,Phone,14.4,3.6,False
INT000598,CUST005199,2024-10-26,Branch Visit,Phone,0.5,3.8,True
INT000599,CUST008079,2023-03-07,Chat,Mobile App,21.4,3.0,False
INT000600,CUST005339,2024-07-17,Support Call,Phone,27.7,4.4,False
INT000601,CUST004057,2023-03-25,Support Call,Branch,26.5,2.1,False
INT000602,CUST009547,2023-10-17,Chat,Mobile App,18.9,2.8,False
INT000603,CUST007160,2024-09-08,Complaint,Branch,4.9,3.4,True
INT000604,CUST005224,2024-03-28,Branch Visit,Phone,17.7,3.4,True
INT000605,CUST004549,2023-09-20,Chat,Branch,26.1,3.9,False
INT000606,CUST011861,2024-12-04,Support Call,Email,15.2,3.4,False
INT000607,CUST010902,2024-11-23,Chat,Email,15.5,3.5,False
INT000608,CUST001618,2023-11-24,Support Call,Branch,29.2,3.1,False
INT000609,CUST008479,2024-04-05,Support Call,Phone,18.2,3.6,False
INT000610,CUST002688,2024-09-11,Complaint,Branch,3.1,5.0,False
INT000611,CUST018218,2023-03-01,Chat,Branch,7.4,5.0,False
INT000612,CUST001233,2024-07-30,Chat,Branch,4.0,3.8,False
INT000613,CUST002469,2023-04-02,Branch Visit,Phone,3.0,2.3,False
INT000614,CUST011852,2024-05-02,Support Call,Mobile App,9.6,3.6,False
INT000615,CUST008945,2024-05-19,Support Call,Branch,28.6,5.0,False
INT000616,CUST001694,2024-07-23,Chat,Phone,7.8,3.8,False
INT000617,CUST018851,2024-12-21,Support Call,Email,14.8,4.0,False
INT000618,CUST014807,2024-10-09,Branch Visit,Branch,10.9,3.7,False
INT000619,CUST014378,2024-10-03,Branch Visit,Phone,26.2,4.6,False
INT000620,CUST018705,2024-12-09,Complaint,Branch,0.6,4.8,False
INT000621,CUST002793,2024-07-28,Complaint,Mobile App,12.5,4.1,True
INT000622,CUST001039,2023-06-09,Branch Visit,Branch,25.9,2.1,False
INT000623,CUST007596,2024-03-25,Email Inquiry,Branch,3.5,4.5,False
INT000624,CUST017064,2023-03-05,Complaint,Chat,10.8,5.0,True
INT000625,CUST002442,2024-08-25,Support Call,Mobile App,21.9,2.9,False
INT000626,CUST000582,2023-03-23,Support Call,Branch,14.8,4.6,False
INT000627,CUST001051,2023-08-25,Complaint,Chat,16.4,3.1,False
INT000628,CUST008015,2023-11-18,Support Call,Branch,4.0,2.0,False
INT000629,CUST001340,2024-06-13,Complaint,Mobile App,2.4,4.0,False
INT000630,CUST016393,2024-04-02,Email Inquiry,Branch,28.1,4.5,False
INT000631,CUST007124,2024-05-12,Support Call,Phone,7.4,3.1,False
INT000632,CUST013347,2023-01-30,Email Inquiry,Email,2.3,3.4,False
INT000633,CUST005644,2023-07-02,Complaint,Phone,7.6,2.9,False
INT000634,CUST018040,2023-10-21,Complaint,Phone,9.6,5.0,True
INT000635,CUST000076,2024-03-05,Branch Visit,Phone,3.5,3.3,False
INT000636,CUST016073,2023-03-18,Chat,Chat,5.5,4.1,True
INT000637,CUST019331,2023-05-21,Support Call,Mobile App,3.3,3.6,False
INT000638,CUST004733,2023-07-24,Branch Visit,Chat,16.1,3.1,True
INT000639,CUST004798,2023-01-24,Complaint,Chat,6.7,5.0,True
INT000640,CUST008458,2023-06-18,Chat,Mobile App,10.2,3.0,False
INT000641,CUST016443,2023-10-23,Branch Visit,Chat,21.7,3.7,False
INT000642,CUST009111,2023-10-09,Chat,Mobile App,1.8,3.7,False
INT000643,CUST001834,2023-02-24,Support Call,Branch,6.0,3.5,False
INT000644,CUST001116,2024-07-09,Support Call,Mobile App,9.7,3.5,False
INT000645,CUST003357,2024-02-26,Branch Visit,Phone,16.1,4.8,False
INT000646,CUST014992,2023-08-04,Support Call,Mobile App,0.8,3.8,False
INT000647,CUST016534,2024-04-11,Support Call,Phone,18.4,3.0,False
INT000648,CUST013742,2024-05-07,Support Call,Email,11.3,2.5,False
INT000649,CUST009045,2024-06-25,Complaint,Mobile App,13.0,2.4,False
INT000650,CUST007218,2024-04-09,Complaint,Chat,7.8,2.0,False
INT000651,CUST014689,2024-08-12,Email Inquiry,Mobile App,9.2,4.1,False
INT000652,CUST005695,2023-04-20,Chat,Chat,4.8,3.6,False
INT000653,CUST009512,2024-06-30,Chat,Chat,6.2,4.4,False
INT000654,CUST007167,2023-11-07,Support Call,Phone,1.2,5.0,True
INT000655,CUST019013,2024-01-04,Chat,Chat,9.4,4.0,True
INT000656,CUST009090,2023-12-28,Chat,Phone,11.3,2.5,False
INT000657,CUST019255,2024-01-22,Branch Visit,Branch,13.8,4.0,False
INT000658,CUST003782,2023-07-17,Chat,Email,11.8,4.0,True
INT000659,CUST009956,2024-09-13,Chat,Email,6.0,2.4,False
INT000660,CUST006868,2024-05-14,Email Inquiry,Mobile App,11.4,3.2,True
INT000661,CUST003520,2024-01-26,Branch Visit,Email,4.5,3.5,False
INT000662,CUST008964,2023-05-12,Complaint,Chat,8.6,3.7,False
INT000663,CUST010934,2024-12-12,Branch Visit,Mobile App,13.6,3.4,False
INT000664,CUST009675,2024-06-10,Support Call,Email,2.9,4.0,False
INT000665,CUST001545,2023-08-24,Branch Visit,Branch,2.2,3.4,False
INT000666,CUST009532,2023-05-18,Email Inquiry,Mobile App,5.9,3.4,False
INT000667,CUST001261,2024-02-08,Branch Visit,Mobile App,13.2,2.7,False
INT000668,CUST009462,2023-08-31,Chat,Mobile App,2.9,5.0,False
INT000669,CUST017396,2024-01-24,Chat,Chat,9.1,4.5,False
INT000670,CUST009251,2023-06-07,Branch Visit,Email,22.4,2.7,False
INT000671,CUST016565,2023-05-10,Support Call,Branch,9.7,2.9,False
INT000672,CUST012974,2024-06-11,Support Call,Chat,2.5,3.5,True
INT000673,CUST008725,2023-07-31,Chat,Email,8.0,2.9,False
INT000674,CUST001116,2024-09-22,Chat,Phone,5.5,5.0,False
INT000675,CUST001304,2023-01-07,Complaint,Mobile App,23.2,5.0,False
INT000676,CUST018110,2023-06-01,Chat,Chat,9.5,4.6,True
INT000677,CUST009582,2024-08-21,Email Inquiry,Phone,26.5,2.6,False
INT000678,CUST009167,2024-09-03,Support Call,Branch,9.9,3.1,False
INT000679,CUST012998,2023-12-11,Branch Visit,Chat,11.3,5.0,True
INT000680,CUST001175,2024-04-04,Complaint,Chat,13.7,4.9,False
INT000681,CUST004657,2024-01-31,Chat,Mobile App,5.2,4.5,False
INT000682,CUST007736,2023-11-10,Chat,Email,5.0,3.9,False
INT000683,CUST015698,2023-09-01,Branch Visit,Mobile App,22.5,4.8,True
INT000684,CUST017312,2024-05-26,Branch Visit,Mobile App,8.4,5.0,False
INT000685,CUST003804,2024-09-17,Branch Visit,Branch,8.6,4.9,False
INT000686,CUST007228,2023-01-16,Email Inquiry,Email,5.0,4.5,False
INT000687,CUST007838,2024-10-11,Complaint,Phone,6.1,2.6,False
INT000688,CUST019570,2024-02-02,Chat,Phone,23.7,3.6,True
INT000689,CUST008911,2024-11-02,Support Call,Phone,9.9,3.6,False
INT000690,CUST016354,2024-08-31,Branch Visit,Mobile App,22.4,2.8,False
INT000691,CUST013028,2024-06-23,Complaint,Email,14.8,2.5,True
INT000692,CUST013741,2023-05-27,Email Inquiry,Mobile App,19.4,2.7,False
INT000693,CUST003184,2024-11-12,Branch Visit,Mobile App,5.6,4.3,False
INT000694,CUST012915,2024-08-08,Support Call,Phone,1.6,2.8,True
INT000695,CUST019456,2024-12-27,Branch Visit,Email,1.0,2.6,True
INT000696,CUST018305,2023-04-30,Support Call,Mobile App,16.2,2.8,False
INT000697,CUST013800,2024-06-27,Chat,Email,26.4,3.8,False
INT000698,CUST012266,2023-12-05,Support Call,Branch,19.9,4.9,False
INT000699,CUST014605,2024-02-27,Chat,Email,9.9,3.3,False
INT000700,CUST013784,2023-02-27,Support Call,Mobile App,19.2,3.9,False
