credit_event_id,loan_id,customer_id,event_date,event_type,outstanding_at_event,risk_bucket
CE01224,LN011516,CUST014677,2024-09-26,Delinquency Notice - 60 Days,3875.81,Elevated
CE01225,LN011521,CUST014685,2024-08-13,Delinquency Notice - 30 Days,3276.54,High
CE01226,LN011524,CUST014689,2024-06-28,Default / Write-off Review,12088.52,Moderate
CE01227,LN011543,CUST014720,2024-09-25,Delinquency Notice - 30 Days,607.2,Elevated
CE01228,LN011553,CUST014734,2024-06-21,Delinquency Notice - 30 Days,1790.21,Low
CE01229,LN011558,CUST014740,2024-12-08,Default / Write-off Review,1200.55,Critical
CE01230,LN011559,CUST014744,2024-11-07,Delinquency Notice - 30 Days,8447.43,Elevated
CE01231,LN011568,CUST014765,2024-10-08,Delinquency Notice - 30 Days,611.54,High
CE01232,LN011571,CUST014768,2024-11-22,Delinquency Notice - 60 Days,3503.23,High
CE01233,LN011574,CUST014771,2024-07-29,Delinquency Notice - 60 Days,1635.61,Low
CE01234,LN011585,CUST014794,2024-10-19,Delinquency Notice - 30 Days,3956.08,Elevated
CE01235,LN011586,CUST014794,2024-06-01,Delinquency Notice - 30 Days,6733.91,Elevated
CE01236,LN011587,CUST014794,2024-12-17,Default / Write-off Review,2727.44,Elevated
CE01237,LN011612,CUST014837,2024-08-31,Default / Write-off Review,32535.1,Elevated
CE01238,LN011636,CUST014870,2024-07-31,Delinquency Notice - 30 Days,5917.34,Elevated
CE01239,LN011649,CUST014890,2024-10-05,Delinquency Notice - 30 Days,14471.98,Moderate
CE01240,LN011653,CUST014899,2024-12-05,Delinquency Notice - 30 Days,1399.45,Moderate
CE01241,LN011671,CUST014922,2024-12-02,Delinquency Notice - 60 Days,1059.92,Low
CE01242,LN011681,CUST014932,2024-07-21,Delinquency Notice - 30 Days,41146.8,Moderate
CE01243,LN011714,CUST014970,2024-09-04,Delinquency Notice - 60 Days,1359.95,Moderate
CE01244,LN011731,CUST014985,2024-12-01,Delinquency Notice - 30 Days,5689.76,Elevated
CE01245,LN011741,CUST014997,2024-11-05,Delinquency Notice - 30 Days,650.38,Critical
CE01246,LN011745,CUST015002,2024-12-24,Delinquency Notice - 60 Days,574.68,High
CE01247,LN011752,CUST015010,2024-07-26,Default / Write-off Review,5029.55,Critical
CE01248,LN011753,CUST015010,2024-08-02,Default / Write-off Review,20315.27,Critical
CE01249,LN011769,CUST015024,2024-10-12,Delinquency Notice - 60 Days,4232.38,Moderate
CE01250,LN011775,CUST015027,2024-11-29,Delinquency Notice - 30 Days,249.54,Elevated
CE01251,LN011780,CUST015034,2024-08-15,Delinquency Notice - 30 Days,3440.54,Low
CE01252,LN011787,CUST015046,2024-10-15,Delinquency Notice - 30 Days,768.15,Low
CE01253,LN011790,CUST015048,2024-07-04,Delinquency Notice - 60 Days,19731.74,High
CE01254,LN011800,CUST015057,2024-07-05,Delinquency Notice - 60 Days,2597.07,High
CE01255,LN011812,CUST015072,2024-07-04,Delinquency Notice - 30 Days,6252.75,Low
CE01256,LN011834,CUST015097,2024-10-04,Delinquency Notice - 60 Days,1397.81,Moderate
CE01257,LN011841,CUST015105,2024-07-16,Default / Write-off Review,10539.97,Moderate
CE01258,LN011863,CUST015134,2024-07-31,Default / Write-off Review,4858.34,High
CE01259,LN011869,CUST015141,2024-08-28,Default / Write-off Review,329.47,Critical
CE01260,LN011875,CUST015154,2024-10-08,Default / Write-off Review,14904.55,Elevated
CE01261,LN011900,CUST015182,2024-08-17,Delinquency Notice - 60 Days,1746.8,Moderate
CE01262,LN011902,CUST015183,2024-06-13,Delinquency Notice - 60 Days,690.32,High
CE01263,LN011913,CUST015199,2024-12-23,Delinquency Notice - 30 Days,28083.99,Low
CE01264,LN011921,CUST015208,2024-08-29,Delinquency Notice - 60 Days,1729.81,High
CE01265,LN011926,CUST015211,2024-11-23,Delinquency Notice - 30 Days,14982.61,Moderate
CE01266,LN011946,CUST015242,2024-11-17,Default / Write-off Review,5502.13,Moderate
CE01267,LN011955,CUST015250,2024-12-05,Delinquency Notice - 60 Days,362.51,Elevated
CE01268,LN011964,CUST015257,2024-12-08,Delinquency Notice - 30 Days,1998.77,Moderate
CE01269,LN011965,CUST015257,2024-12-11,Default / Write-off Review,10192.87,Moderate
CE01270,LN011970,CUST015259,2024-09-20,Delinquency Notice - 60 Days,1930.98,Moderate
CE01271,LN011986,CUST015282,2024-06-09,Default / Write-off Review,19750.19,Low
CE01272,LN011990,CUST015285,2024-09-01,Delinquency Notice - 30 Days,4159.27,Low
CE01273,LN011995,CUST015291,2024-10-31,Delinquency Notice - 30 Days,29755.23,Moderate
CE01274,LN012004,CUST015314,2024-09-20,Delinquency Notice - 30 Days,3429.04,Low
CE01275,LN012015,CUST015325,2024-11-13,Default / Write-off Review,2217.63,Moderate
CE01276,LN012018,CUST015332,2024-12-27,Default / Write-off Review,1561.77,Moderate
CE01277,LN012044,CUST015369,2024-07-29,Delinquency Notice - 60 Days,7724.08,Low
CE01278,LN012052,CUST015379,2024-07-21,Delinquency Notice - 30 Days,2326.08,Moderate
CE01279,LN012060,CUST015397,2024-11-05,Delinquency Notice - 30 Days,8336.98,Moderate
CE01280,LN012062,CUST015400,2024-08-14,Delinquency Notice - 60 Days,2695.79,High
CE01281,LN012065,CUST015406,2024-12-15,Default / Write-off Review,3132.12,Elevated
CE01282,LN012074,CUST015422,2024-08-20,Delinquency Notice - 30 Days,489.48,High
CE01283,LN012075,CUST015422,2024-10-31,Delinquency Notice - 30 Days,3873.87,High
CE01284,LN012119,CUST015481,2024-08-26,Default / Write-off Review,27675.41,Moderate
CE01285,LN012123,CUST015488,2024-12-18,Default / Write-off Review,6633.61,High
CE01286,LN012128,CUST015493,2024-11-26,Delinquency Notice - 30 Days,1485.15,High
CE01287,LN012156,CUST015519,2024-10-25,Delinquency Notice - 60 Days,9854.25,Elevated
CE01288,LN012163,CUST015526,2024-09-20,Delinquency Notice - 30 Days,2605.98,Critical
CE01289,LN012165,CUST015527,2024-12-02,Default / Write-off Review,8100.26,Moderate
CE01290,LN012185,CUST015551,2024-10-25,Delinquency Notice - 30 Days,2172.09,Moderate
CE01291,LN012189,CUST015552,2024-07-11,Delinquency Notice - 60 Days,144.27,Low
CE01292,LN012214,CUST015583,2024-12-18,Delinquency Notice - 30 Days,6105.42,Moderate
CE01293,LN012226,CUST015599,2024-09-16,Delinquency Notice - 30 Days,3227.99,Moderate
CE01294,LN012238,CUST015610,2024-07-01,Delinquency Notice - 60 Days,26010.29,High
CE01295,LN012257,CUST015631,2024-11-19,Delinquency Notice - 30 Days,12314.34,Moderate
CE01296,LN012259,CUST015633,2024-11-28,Delinquency Notice - 30 Days,394.7,Critical
CE01297,LN012263,CUST015640,2024-11-11,Delinquency Notice - 60 Days,3228.66,Moderate
CE01298,LN012277,CUST015653,2024-09-06,Delinquency Notice - 30 Days,2535.02,High
CE01299,LN012289,CUST015671,2024-12-07,Delinquency Notice - 30 Days,1096.98,Critical
CE01300,LN012301,CUST015691,2024-10-20,Delinquency Notice - 30 Days,1441.34,Critical
CE01301,LN012323,CUST015714,2024-07-05,Delinquency Notice - 60 Days,1421.76,Moderate
CE01302,LN012328,CUST015727,2024-11-25,Default / Write-off Review,6147.98,Elevated
CE01303,LN012348,CUST015751,2024-06-10,Default / Write-off Review,19891.52,Moderate
CE01304,LN012364,CUST015767,2024-06-17,Default / Write-off Review,13396.27,High
CE01305,LN012368,CUST015773,2024-08-04,Delinquency Notice - 30 Days,4937.66,Moderate
CE01306,LN012389,CUST015808,2024-11-06,Delinquency Notice - 30 Days,2134.39,Moderate
CE01307,LN012397,CUST015826,2024-10-06,Delinquency Notice - 30 Days,9569.04,Moderate
CE01308,LN012411,CUST015854,2024-06-21,Default / Write-off Review,7820.4,Elevated
CE01309,LN012439,CUST015891,2024-06-05,Delinquency Notice - 60 Days,8028.56,Moderate
CE01310,LN012442,CUST015893,2024-11-11,Default / Write-off Review,9220.09,Elevated
CE01311,LN012458,CUST015906,2024-07-15,Delinquency Notice - 60 Days,1939.73,Elevated
CE01312,LN012465,CUST015918,2024-10-06,Delinquency Notice - 30 Days,9014.26,Moderate
CE01313,LN012476,CUST015937,2024-06-02,Delinquency Notice - 30 Days,5274.1,Moderate
CE01314,LN012479,CUST015939,2024-08-04,Default / Write-off Review,6745.52,High
CE01315,LN012480,CUST015939,2024-12-27,Delinquency Notice - 60 Days,1506.66,High
CE01316,LN012485,CUST015956,2024-09-30,Delinquency Notice - 30 Days,738.76,Moderate
CE01317,LN012491,CUST015961,2024-09-13,Default / Write-off Review,5996.88,High
CE01318,LN012493,CUST015961,2024-12-23,Delinquency Notice - 30 Days,21290.16,High
CE01319,LN012495,CUST015963,2024-11-18,Delinquency Notice - 30 Days,2254.97,Moderate
CE01320,LN012499,CUST015966,2024-07-28,Delinquency Notice - 30 Days,6598.98,Low
CE01321,LN012509,CUST015972,2024-12-22,Delinquency Notice - 30 Days,11064.76,Moderate
CE01322,LN012544,CUST016015,2024-08-15,Delinquency Notice - 60 Days,1919.63,Moderate
CE01323,LN012564,CUST016032,2024-09-05,Default / Write-off Review,918.34,Moderate
CE01324,LN012570,CUST016038,2024-07-13,Delinquency Notice - 30 Days,13643.34,Elevated
CE01325,LN012579,CUST016045,2024-12-15,Default / Write-off Review,380.35,Low
CE01326,LN012586,CUST016056,2024-07-18,Delinquency Notice - 60 Days,1655.3,Elevated
CE01327,LN012598,CUST016072,2024-10-21,Default / Write-off Review,6602.44,Elevated
CE01328,LN012601,CUST016073,2024-10-14,Delinquency Notice - 30 Days,14314.8,Elevated
CE01329,LN012607,CUST016088,2024-07-27,Default / Write-off Review,1399.44,Elevated
CE01330,LN012646,CUST016146,2024-09-26,Delinquency Notice - 30 Days,2925.77,Low
CE01331,LN012655,CUST016156,2024-10-11,Delinquency Notice - 30 Days,32321.18,Elevated
CE01332,LN012683,CUST016181,2024-11-30,Default / Write-off Review,1281.65,Elevated
CE01333,LN012689,CUST016189,2024-07-10,Delinquency Notice - 30 Days,6701.63,Low
CE01334,LN012691,CUST016191,2024-12-09,Delinquency Notice - 60 Days,6820.12,Moderate
CE01335,LN012692,CUST016192,2024-09-07,Default / Write-off Review,3345.69,Elevated
CE01336,LN012696,CUST016201,2024-10-22,Default / Write-off Review,16818.59,Moderate
CE01337,LN012697,CUST016203,2024-10-31,Delinquency Notice - 60 Days,10858.22,Elevated
CE01338,LN012708,CUST016219,2024-10-21,Delinquency Notice - 60 Days,1466.5,Low
CE01339,LN012718,CUST016229,2024-12-12,Default / Write-off Review,3585.01,Critical
CE01340,LN012727,CUST016239,2024-12-22,Delinquency Notice - 60 Days,1108.87,Low
CE01341,LN012730,CUST016242,2024-09-13,Delinquency Notice - 30 Days,7671.62,High
CE01342,LN012732,CUST016245,2024-12-12,Default / Write-off Review,11026.28,Moderate
CE01343,LN012766,CUST016296,2024-10-29,Delinquency Notice - 60 Days,1319.53,High
CE01344,LN012791,CUST016340,2024-09-24,Delinquency Notice - 60 Days,1960.05,Low
CE01345,LN012816,CUST016378,2024-09-11,Delinquency Notice - 30 Days,2351.1,Elevated
CE01346,LN012821,CUST016384,2024-08-10,Delinquency Notice - 60 Days,14034.01,Elevated
CE01347,LN012839,CUST016402,2024-11-30,Delinquency Notice - 30 Days,1730.75,Critical
CE01348,LN012840,CUST016402,2024-07-24,Delinquency Notice - 30 Days,6582.04,Critical
CE01349,LN012841,CUST016405,2024-11-04,Delinquency Notice - 30 Days,182.49,Low
CE01350,LN012846,CUST016411,2024-09-30,Delinquency Notice - 60 Days,10158.91,Elevated
CE01351,LN012858,CUST016422,2024-06-21,Delinquency Notice - 30 Days,3413.93,Elevated
CE01352,LN012869,CUST016437,2024-06-05,Default / Write-off Review,1757.88,Moderate
CE01353,LN012874,CUST016445,2024-10-15,Delinquency Notice - 30 Days,17162.72,Moderate
CE01354,LN012878,CUST016449,2024-06-15,Default / Write-off Review,1962.65,Moderate
CE01355,LN012888,CUST016467,2024-07-21,Delinquency Notice - 60 Days,3441.51,High
CE01356,LN012892,CUST016469,2024-09-01,Delinquency Notice - 30 Days,16986.87,Low
CE01357,LN012893,CUST016470,2024-09-18,Delinquency Notice - 60 Days,12151.33,Elevated
CE01358,LN012909,CUST016486,2024-10-24,Delinquency Notice - 60 Days,1164.3,High
CE01359,LN012911,CUST016486,2024-07-07,Default / Write-off Review,9653.44,High
CE01360,LN012924,CUST016503,2024-09-09,Delinquency Notice - 60 Days,2925.53,Low
CE01361,LN012932,CUST016516,2024-11-06,Delinquency Notice - 60 Days,714.02,High
CE01362,LN012935,CUST016521,2024-10-11,Delinquency Notice - 30 Days,2238.91,Critical
CE01363,LN012938,CUST016526,2024-11-25,Delinquency Notice - 30 Days,7210.3,Low
CE01364,LN012944,CUST016529,2024-06-23,Delinquency Notice - 60 Days,249.96,High
CE01365,LN012956,CUST016542,2024-09-22,Default / Write-off Review,13482.58,Critical
CE01366,LN012964,CUST016554,2024-08-21,Delinquency Notice - 60 Days,455.97,Low
CE01367,LN012984,CUST016578,2024-07-14,Default / Write-off Review,9377.44,Elevated
CE01368,LN012989,CUST016582,2024-11-05,Delinquency Notice - 30 Days,1202.31,Low
CE01369,LN012994,CUST016586,2024-10-29,Default / Write-off Review,2290.02,Moderate
CE01370,LN013002,CUST016594,2024-10-30,Delinquency Notice - 60 Days,3395.15,Critical
CE01371,LN013005,CUST016601,2024-07-05,Delinquency Notice - 30 Days,8542.87,Elevated
CE01372,LN013048,CUST016651,2024-06-16,Delinquency Notice - 30 Days,400.22,Moderate
CE01373,LN013064,CUST016673,2024-06-11,Delinquency Notice - 30 Days,5982.23,Low
CE01374,LN013068,CUST016677,2024-08-27,Delinquency Notice - 30 Days,1865.63,Moderate
CE01375,LN013076,CUST016689,2024-06-09,Delinquency Notice - 30 Days,2842.52,High
CE01376,LN013088,CUST016706,2024-10-11,Delinquency Notice - 30 Days,3873.82,Moderate
CE01377,LN013100,CUST016717,2024-10-29,Delinquency Notice - 60 Days,1900.8,Moderate
CE01378,LN013118,CUST016735,2024-10-15,Default / Write-off Review,3575.4,Low
CE01379,LN013129,CUST016742,2024-09-28,Default / Write-off Review,1010.34,Critical
CE01380,LN013143,CUST016758,2024-10-01,Delinquency Notice - 60 Days,4189.77,Elevated
CE01381,LN013148,CUST016765,2024-08-28,Default / Write-off Review,356.02,Elevated
CE01382,LN013151,CUST016767,2024-06-21,Delinquency Notice - 30 Days,557.86,Elevated
CE01383,LN013155,CUST016772,2024-12-11,Default / Write-off Review,8970.06,Critical
CE01384,LN013165,CUST016787,2024-11-16,Delinquency Notice - 60 Days,5442.88,Elevated
CE01385,LN013198,CUST016833,2024-11-12,Delinquency Notice - 30 Days,3314.62,Elevated
CE01386,LN013203,CUST016843,2024-12-27,Delinquency Notice - 60 Days,3603.41,Moderate
CE01387,LN013214,CUST016859,2024-10-31,Delinquency Notice - 30 Days,1193.01,Moderate
CE01388,LN013235,CUST016886,2024-10-19,Delinquency Notice - 30 Days,573.7,Critical
CE01389,LN013244,CUST016895,2024-08-13,Default / Write-off Review,869.62,Low
CE01390,LN013250,CUST016902,2024-06-03,Delinquency Notice - 60 Days,2845.2,High
CE01391,LN013274,CUST016934,2024-08-10,Delinquency Notice - 30 Days,1900.83,High
CE01392,LN013288,CUST016951,2024-09-06,Delinquency Notice - 30 Days,4165.72,Elevated
CE01393,LN013294,CUST016959,2024-10-23,Delinquency Notice - 30 Days,11630.57,High
CE01394,LN013313,CUST016977,2024-08-28,Delinquency Notice - 60 Days,7262.61,Elevated
CE01395,LN013319,CUST016987,2024-06-12,Delinquency Notice - 60 Days,7402.75,Moderate
CE01396,LN013352,CUST017020,2024-10-03,Default / Write-off Review,12099.25,Critical
CE01397,LN013356,CUST017028,2024-06-06,Delinquency Notice - 30 Days,17578.56,High
CE01398,LN013373,CUST017047,2024-12-06,Default / Write-off Review,1993.76,Critical
CE01399,LN013383,CUST017062,2024-10-24,Delinquency Notice - 30 Days,14215.94,Moderate
CE01400,LN013393,CUST017073,2024-11-26,Default / Write-off Review,2348.63,Moderate
CE01401,LN013405,CUST017081,2024-07-18,Default / Write-off Review,24938.28,Low
CE01402,LN013413,CUST017092,2024-12-11,Default / Write-off Review,10591.36,Elevated
CE01403,LN013435,CUST017123,2024-09-18,Delinquency Notice - 30 Days,2894.04,Low
CE01404,LN013437,CUST017127,2024-06-07,Default / Write-off Review,3563.02,Low
CE01405,LN013440,CUST017133,2024-10-04,Default / Write-off Review,24199.86,Elevated
CE01406,LN013444,CUST017139,2024-07-26,Delinquency Notice - 30 Days,2608.22,Moderate
CE01407,LN013476,CUST017181,2024-06-25,Delinquency Notice - 60 Days,9024.88,High
CE01408,LN013487,CUST017193,2024-08-16,Delinquency Notice - 60 Days,3053.76,Elevated
CE01409,LN013488,CUST017194,2024-08-04,Delinquency Notice - 30 Days,1670.67,Moderate
CE01410,LN013502,CUST017216,2024-08-24,Default / Write-off Review,587.27,High
CE01411,LN013507,CUST017223,2024-07-24,Delinquency Notice - 30 Days,1899.8,Moderate
CE01412,LN013587,CUST017329,2024-09-23,Delinquency Notice - 30 Days,2316.54,Elevated
CE01413,LN013591,CUST017333,2024-06-09,Delinquency Notice - 30 Days,2589.82,Moderate
CE01414,LN013594,CUST017337,2024-11-20,Delinquency Notice - 60 Days,2686.3,Elevated
CE01415,LN013603,CUST017349,2024-08-28,Delinquency Notice - 60 Days,1504.39,Critical
CE01416,LN013604,CUST017349,2024-10-16,Delinquency Notice - 60 Days,421.82,Critical
CE01417,LN013615,CUST017361,2024-09-07,Delinquency Notice - 30 Days,50902.28,Moderate
CE01418,LN013617,CUST017362,2024-12-11,Default / Write-off Review,4038.79,Low
CE01419,LN013625,CUST017370,2024-08-21,Delinquency Notice - 60 Days,1661.15,Moderate
CE01420,LN013640,CUST017391,2024-06-15,Delinquency Notice - 30 Days,1325.11,High
CE01421,LN013646,CUST017394,2024-07-02,Delinquency Notice - 30 Days,3389.73,Critical
CE01422,LN013647,CUST017395,2024-06-13,Delinquency Notice - 60 Days,3959.75,Elevated
CE01423,LN013651,CUST017404,2024-11-15,Delinquency Notice - 30 Days,5433.07,High
CE01424,LN013652,CUST017405,2024-11-03,Delinquency Notice - 30 Days,1687.06,Moderate
CE01425,LN013663,CUST017414,2024-09-14,Delinquency Notice - 60 Days,10352.32,Elevated
CE01426,LN013677,CUST017433,2024-08-30,Delinquency Notice - 30 Days,3744.27,Elevated
CE01427,LN013711,CUST017481,2024-09-05,Delinquency Notice - 30 Days,9888.31,High
CE01428,LN013715,CUST017484,2024-06-17,Default / Write-off Review,10394.56,Elevated
CE01429,LN013718,CUST017487,2024-11-11,Delinquency Notice - 60 Days,2828.14,Low
CE01430,LN013724,CUST017496,2024-09-07,Default / Write-off Review,55838.95,Low
CE01431,LN013740,CUST017517,2024-07-29,Delinquency Notice - 60 Days,2583.36,Low
CE01432,LN013751,CUST017525,2024-12-18,Delinquency Notice - 60 Days,6945.11,Elevated
CE01433,LN013753,CUST017527,2024-06-18,Delinquency Notice - 60 Days,4162.95,Moderate
CE01434,LN013754,CUST017531,2024-11-18,Delinquency Notice - 60 Days,6611.89,Low
CE01435,LN013781,CUST017561,2024-11-05,Delinquency Notice - 30 Days,18222.26,Elevated
CE01436,LN013786,CUST017569,2024-09-13,Delinquency Notice - 30 Days,3550.16,Low
CE01437,LN013789,CUST017572,2024-07-05,Delinquency Notice - 60 Days,34919.41,Elevated
CE01438,LN013802,CUST017597,2024-12-23,Delinquency Notice - 30 Days,6381.26,Moderate
CE01439,LN013809,CUST017603,2024-10-26,Delinquency Notice - 30 Days,717.63,Critical
CE01440,LN013825,CUST017628,2024-11-24,Delinquency Notice - 30 Days,30706.84,Elevated
CE01441,LN013828,CUST017630,2024-09-16,Delinquency Notice - 30 Days,18057.62,High
CE01442,LN013834,CUST017635,2024-07-31,Default / Write-off Review,1940.18,Low
CE01443,LN013860,CUST017679,2024-07-19,Delinquency Notice - 60 Days,8788.38,High
CE01444,LN013871,CUST017686,2024-06-25,Default / Write-off Review,863.33,Elevated
CE01445,LN013872,CUST017687,2024-07-28,Delinquency Notice - 30 Days,2408.07,Low
CE01446,LN013905,CUST017723,2024-09-16,Default / Write-off Review,8617.65,High
CE01447,LN013910,CUST017731,2024-12-01,Default / Write-off Review,23994.88,Low
CE01448,LN013918,CUST017744,2024-11-09,Delinquency Notice - 60 Days,2745.44,Elevated
CE01449,LN013936,CUST017771,2024-08-04,Default / Write-off Review,8337.56,Elevated
CE01450,LN013938,CUST017774,2024-09-06,Delinquency Notice - 60 Days,11034.86,Moderate
CE01451,LN013967,CUST017809,2024-06-15,Delinquency Notice - 30 Days,2021.58,Moderate
CE01452,LN013977,CUST017823,2024-09-07,Delinquency Notice - 30 Days,13632.15,Elevated
CE01453,LN013992,CUST017838,2024-11-24,Delinquency Notice - 30 Days,583.9,High
CE01454,LN013993,CUST017839,2024-07-25,Default / Write-off Review,4615.52,High
CE01455,LN013999,CUST017841,2024-10-25,Delinquency Notice - 60 Days,9531.6,High
CE01456,LN014009,CUST017850,2024-12-27,Delinquency Notice - 30 Days,627.52,Critical
CE01457,LN014010,CUST017852,2024-09-18,Delinquency Notice - 30 Days,5676.28,Low
CE01458,LN014013,CUST017855,2024-08-07,Delinquency Notice - 30 Days,28835.3,Low
CE01459,LN014025,CUST017871,2024-10-30,Delinquency Notice - 30 Days,11530.34,Low
CE01460,LN014026,CUST017872,2024-11-11,Delinquency Notice - 60 Days,986.27,Low
CE01461,LN014048,CUST017893,2024-06-27,Default / Write-off Review,2007.56,Elevated
CE01462,LN014051,CUST017897,2024-08-10,Delinquency Notice - 60 Days,5435.44,High
CE01463,LN014062,CUST017909,2024-06-09,Delinquency Notice - 60 Days,14122.49,Moderate
CE01464,LN014066,CUST017913,2024-06-08,Delinquency Notice - 60 Days,6281.74,Elevated
CE01465,LN014067,CUST017916,2024-10-04,Delinquency Notice - 60 Days,3594.53,Critical
CE01466,LN014080,CUST017930,2024-07-17,Default / Write-off Review,8745.52,High
CE01467,LN014102,CUST017965,2024-11-04,Delinquency Notice - 60 Days,527.96,Critical
CE01468,LN014103,CUST017968,2024-07-14,Delinquency Notice - 60 Days,27946.63,Elevated
CE01469,LN014111,CUST017976,2024-06-14,Default / Write-off Review,470.02,Moderate
CE01470,LN014112,CUST017976,2024-12-18,Delinquency Notice - 30 Days,9211.37,Moderate
CE01471,LN014113,CUST017978,2024-12-11,Delinquency Notice - 60 Days,3347.94,Elevated
CE01472,LN014122,CUST017996,2024-06-23,Default / Write-off Review,752.78,Moderate
CE01473,LN014137,CUST018011,2024-06-09,Delinquency Notice - 60 Days,1458.63,Elevated
CE01474,LN014139,CUST018015,2024-10-27,Delinquency Notice - 30 Days,2725.07,Moderate
CE01475,LN014162,CUST018052,2024-07-29,Delinquency Notice - 30 Days,507.24,High
CE01476,LN014181,CUST018069,2024-08-29,Delinquency Notice - 30 Days,13664.81,Elevated
CE01477,LN014188,CUST018079,2024-09-28,Delinquency Notice - 30 Days,21818.65,High
CE01478,LN014204,CUST018101,2024-08-06,Delinquency Notice - 30 Days,31582.84,Moderate
CE01479,LN014207,CUST018104,2024-08-22,Delinquency Notice - 30 Days,6839.5,High
CE01480,LN014218,CUST018115,2024-07-16,Delinquency Notice - 60 Days,895.88,Moderate
CE01481,LN014228,CUST018125,2024-11-27,Delinquency Notice - 60 Days,17506.42,Critical
CE01482,LN014229,CUST018125,2024-06-06,Delinquency Notice - 30 Days,18389.91,Critical
CE01483,LN014245,CUST018147,2024-09-12,Delinquency Notice - 60 Days,21334.03,High
CE01484,LN014255,CUST018163,2024-11-25,Delinquency Notice - 30 Days,4221.1,Moderate
CE01485,LN014262,CUST018171,2024-08-04,Delinquency Notice - 30 Days,7707.41,Moderate
CE01486,LN014266,CUST018174,2024-06-08,Delinquency Notice - 60 Days,1847.23,Low
CE01487,LN014277,CUST018187,2024-10-23,Delinquency Notice - 30 Days,1677.91,Moderate
CE01488,LN014280,CUST018190,2024-10-10,Delinquency Notice - 30 Days,2374.83,Moderate
CE01489,LN014297,CUST018204,2024-10-11,Delinquency Notice - 60 Days,919.54,High
CE01490,LN014309,CUST018214,2024-08-04,Delinquency Notice - 30 Days,1886.34,Low
CE01491,LN014314,CUST018218,2024-06-11,Delinquency Notice - 30 Days,1775.23,Low
CE01492,LN014334,CUST018244,2024-07-06,Delinquency Notice - 30 Days,6786.2,Moderate
CE01493,LN014338,CUST018248,2024-12-20,Delinquency Notice - 30 Days,733.1,High
CE01494,LN014352,CUST018267,2024-11-16,Delinquency Notice - 60 Days,11877.17,High
CE01495,LN014360,CUST018280,2024-08-02,Default / Write-off Review,3394.56,Moderate
CE01496,LN014376,CUST018299,2024-11-04,Delinquency Notice - 60 Days,3274.87,Low
CE01497,LN014395,CUST018321,2024-12-08,Default / Write-off Review,5331.98,Elevated
CE01498,LN014399,CUST018325,2024-09-23,Default / Write-off Review,8141.85,Elevated
CE01499,LN014400,CUST018326,2024-07-15,Default / Write-off Review,1457.73,High
CE01500,LN014404,CUST018329,2024-07-24,Delinquency Notice - 60 Days,3647.43,Low
CE01501,LN014406,CUST018334,2024-10-29,Delinquency Notice - 60 Days,2999.42,Elevated
CE01502,LN014435,CUST018368,2024-09-24,Delinquency Notice - 60 Days,389.4,Elevated
CE01503,LN014436,CUST018368,2024-10-31,Default / Write-off Review,1322.27,Elevated
CE01504,LN014468,CUST018409,2024-11-20,Delinquency Notice - 30 Days,2998.39,Elevated
CE01505,LN014473,CUST018412,2024-11-28,Delinquency Notice - 30 Days,565.12,High
CE01506,LN014474,CUST018412,2024-06-04,Default / Write-off Review,2583.66,High
CE01507,LN014476,CUST018413,2024-09-04,Delinquency Notice - 30 Days,5021.11,Low
CE01508,LN014487,CUST018429,2024-07-08,Delinquency Notice - 30 Days,112225.09,Elevated
CE01509,LN014492,CUST018436,2024-11-05,Delinquency Notice - 60 Days,2289.36,Critical
CE01510,LN014494,CUST018438,2024-10-28,Delinquency Notice - 30 Days,2519.47,Low
CE01511,LN014507,CUST018451,2024-06-02,Default / Write-off Review,6483.63,Moderate
CE01512,LN014514,CUST018461,2024-12-10,Delinquency Notice - 30 Days,1474.97,High
CE01513,LN014515,CUST018462,2024-08-13,Delinquency Notice - 30 Days,2482.91,Low
CE01514,LN014516,CUST018462,2024-11-17,Delinquency Notice - 60 Days,1403.91,Low
CE01515,LN014527,CUST018483,2024-09-03,Delinquency Notice - 60 Days,71814.07,Elevated
CE01516,LN014532,CUST018487,2024-11-12,Default / Write-off Review,1557.2,Critical
CE01517,LN014549,CUST018506,2024-09-26,Delinquency Notice - 30 Days,333.86,Moderate
CE01518,LN014550,CUST018507,2024-08-02,Delinquency Notice - 60 Days,1013.58,Low
CE01519,LN014576,CUST018548,2024-06-15,Delinquency Notice - 60 Days,879.33,Moderate
CE01520,LN014600,CUST018571,2024-07-24,Delinquency Notice - 60 Days,3834.63,Low
CE01521,LN014602,CUST018572,2024-10-23,Delinquency Notice - 30 Days,6960.5,Moderate
CE01522,LN014610,CUST018579,2024-10-06,Delinquency Notice - 30 Days,12181.92,Moderate
CE01523,LN014612,CUST018584,2024-12-27,Delinquency Notice - 30 Days,31244.25,High
CE01524,LN014614,CUST018589,2024-07-03,Delinquency Notice - 30 Days,6376.39,High
CE01525,LN014621,CUST018595,2024-12-23,Default / Write-off Review,1159.28,Low
CE01526,LN014633,CUST018612,2024-09-01,Delinquency Notice - 30 Days,1400.31,Low
CE01527,LN014635,CUST018613,2024-09-18,Delinquency Notice - 30 Days,8160.16,Low
CE01528,LN014642,CUST018618,2024-09-23,Delinquency Notice - 30 Days,24667.06,Elevated
CE01529,LN014645,CUST018623,2024-07-22,Delinquency Notice - 60 Days,2837.12,High
