fraud_id,customer_id,event_date,fraud_category,channel,amount_at_risk,loss_amount,detected_flag,false_positive_flag,region
FRD00278,CUST013849,2023-12-15,Unusual Transaction Pattern,Mobile App,552.93,298.36,False,False,Region-07
FRD00279,CUST002399,2023-08-02,Suspicious Transfer,Online Banking,460.78,49.83,True,False,Region-09
FRD00280,CUST003256,2023-03-02,Card Fraud,Online Banking,1191.5,77.54,True,False,Region-01
FRD00281,CUST006425,2023-07-03,Unusual Transaction Pattern,ATM,1180.48,82.58,True,False,Region-05
FRD00282,CUST019255,2024-06-25,Card Fraud,Online Banking,1232.44,34.82,True,False,Region-11
FRD00283,CUST013503,2023-12-24,Card Fraud,Card Network,354.12,74.61,True,False,Region-05
FRD00284,CUST017145,2023-06-23,Card Fraud,Branch,503.89,79.21,True,False,Region-05
FRD00285,CUST003558,2024-07-13,Suspicious Transfer,Card Network,367.66,28.4,True,False,Region-04
FRD00286,CUST016571,2024-09-26,Unusual Transaction Pattern,Branch,1652.17,15.41,True,False,Region-11
FRD00287,CUST016626,2023-07-17,ATM Fraud,Card Network,254.3,7.42,True,False,Region-01
FRD00288,CUST012628,2023-07-15,Card Fraud,Branch,529.68,81.79,True,False,Region-10
FRD00289,CUST011307,2023-06-05,Card Fraud,Card Network,583.14,10.25,True,False,Region-10
FRD00290,CUST000495,2023-05-15,Account Takeover,Card Network,603.08,291.8,True,False,Region-12
FRD00291,CUST004706,2024-02-07,Suspicious Transfer,Branch,635.78,168.99,True,False,Region-12
FRD00292,CUST006847,2023-09-25,Suspicious Transfer,ATM,156.7,39.02,True,False,Region-12
FRD00293,CUST007166,2024-01-22,Card Fraud,ATM,575.31,14.96,True,False,Region-01
FRD00294,CUST016152,2024-01-28,Suspicious Transfer,ATM,1226.95,61.32,True,False,Region-10
FRD00295,CUST019281,2023-10-08,Card Fraud,Branch,777.33,2472.07,False,False,Region-09
FRD00296,CUST012639,2024-09-04,Account Takeover,ATM,684.56,407.23,False,True,Region-03
FRD00297,CUST015971,2024-04-17,Card Fraud,Card Network,229.43,957.6,False,False,Region-01
FRD00298,CUST003544,2023-11-24,Suspicious Transfer,Card Network,1771.15,494.76,False,True,Region-02
FRD00299,CUST019138,2023-10-13,Unusual Transaction Pattern,Card Network,278.39,41.81,True,False,Region-10
FRD00300,CUST008989,2023-07-27,Card Fraud,Branch,758.41,586.8,False,False,Region-12
FRD00301,CUST015780,2024-08-02,Identity-related Anomaly,Card Network,1107.33,448.36,False,False,Region-09
FRD00302,CUST013542,2023-09-04,Suspicious Transfer,Mobile App,606.8,617.11,False,False,Region-10
FRD00303,CUST000278,2024-06-05,Suspicious Transfer,ATM,1289.25,300.42,False,False,Region-09
FRD00304,CUST013962,2024-05-14,Suspicious Transfer,Card Network,947.28,56.04,True,False,Region-08
FRD00305,CUST011314,2024-08-21,Card Fraud,Online Banking,1005.91,1093.36,False,True,Region-03
FRD00306,CUST016820,2024-12-26,Account Takeover,Online Banking,336.55,51.93,True,False,Region-12
FRD00307,CUST005514,2024-04-26,Card Fraud,Card Network,1160.95,114.33,True,False,Region-11
FRD00308,CUST018926,2023-12-21,Identity-related Anomaly,Mobile App,500.63,96.09,True,False,Region-03
FRD00309,CUST011513,2023-02-08,Account Takeover,Online Banking,878.25,108.52,True,False,Region-10
FRD00310,CUST016786,2024-01-23,Unusual Transaction Pattern,Branch,531.69,124.72,True,False,Region-02
FRD00311,CUST004944,2023-10-18,Card Fraud,Card Network,352.5,81.57,True,False,Region-02
FRD00312,CUST009881,2023-04-29,Card Fraud,Mobile App,267.75,239.49,True,False,Region-01
FRD00313,CUST013414,2024-05-31,Unusual Transaction Pattern,Branch,428.34,70.28,True,False,Region-11
FRD00314,CUST017456,2023-05-04,ATM Fraud,Card Network,786.54,10.93,True,False,Region-05
FRD00315,CUST018745,2023-08-21,ATM Fraud,ATM,1786.89,74.33,False,True,Region-09
FRD00316,CUST019624,2024-02-16,Account Takeover,Branch,404.28,22.77,True,False,Region-04
FRD00317,CUST000510,2023-02-28,Suspicious Transfer,ATM,791.16,10.13,True,False,Region-11
FRD00318,CUST005571,2024-03-30,Suspicious Transfer,ATM,2906.68,133.65,True,False,Region-12
FRD00319,CUST001533,2024-08-15,Card Fraud,Card Network,1151.17,160.8,True,False,Region-04
FRD00320,CUST003370,2024-05-01,Card Fraud,Mobile App,355.19,118.1,True,False,Region-07
FRD00321,CUST001028,2024-08-30,Suspicious Transfer,Online Banking,805.9,39.54,True,False,Region-04
FRD00322,CUST014972,2024-12-14,Unusual Transaction Pattern,Branch,306.49,71.14,True,False,Region-05
FRD00323,CUST009985,2023-03-24,ATM Fraud,ATM,148.66,31.39,True,False,Region-03
FRD00324,CUST007559,2023-11-18,Suspicious Transfer,Card Network,533.46,578.92,False,False,Region-11
FRD00325,CUST018231,2023-06-15,Suspicious Transfer,Online Banking,180.24,1261.2,False,False,Region-10
FRD00326,CUST018077,2024-01-23,Account Takeover,Card Network,700.63,38.33,True,False,Region-03
FRD00327,CUST003394,2024-07-21,Unusual Transaction Pattern,Online Banking,678.75,124.6,True,False,Region-12
FRD00328,CUST013156,2024-07-25,Account Takeover,Online Banking,537.36,29.97,True,False,Region-10
FRD00329,CUST002960,2024-05-08,Card Fraud,Branch,353.6,116.18,True,False,Region-09
FRD00330,CUST016295,2023-09-07,Card Fraud,ATM,273.76,56.0,True,False,Region-08
FRD00331,CUST016628,2024-02-13,Card Fraud,Card Network,625.47,992.49,False,True,Region-05
FRD00332,CUST018321,2024-10-06,Suspicious Transfer,ATM,103.02,820.38,False,False,Region-05
FRD00333,CUST013661,2024-01-27,Suspicious Transfer,Branch,2004.15,362.23,False,False,Region-03
FRD00334,CUST015728,2024-07-20,Suspicious Transfer,Mobile App,744.91,156.82,True,False,Region-03
FRD00335,CUST015923,2023-03-04,Card Fraud,Online Banking,808.78,75.99,True,False,Region-10
FRD00336,CUST012755,2024-11-16,Suspicious Transfer,Online Banking,1597.12,752.8,False,False,Region-03
FRD00337,CUST003801,2023-06-22,Suspicious Transfer,ATM,113.94,25.25,True,False,Region-07
FRD00338,CUST011247,2024-11-14,Suspicious Transfer,Mobile App,1628.06,36.18,True,False,Region-07
FRD00339,CUST017849,2023-12-25,Unusual Transaction Pattern,ATM,650.75,670.73,False,False,Region-04
FRD00340,CUST016633,2024-12-09,Suspicious Transfer,Online Banking,323.47,31.04,True,False,Region-04
FRD00341,CUST010583,2023-05-21,Account Takeover,Branch,597.81,22.2,True,False,Region-01
FRD00342,CUST007338,2023-02-27,Suspicious Transfer,ATM,950.14,974.32,False,False,Region-09
FRD00343,CUST003585,2023-09-25,Suspicious Transfer,Branch,241.02,11.18,True,False,Region-10
FRD00344,CUST010156,2023-06-08,ATM Fraud,Online Banking,159.3,449.36,False,True,Region-11
FRD00345,CUST013880,2023-09-15,Card Fraud,Online Banking,737.64,126.16,True,False,Region-08
FRD00346,CUST005315,2023-07-31,Card Fraud,Branch,389.39,8.96,True,False,Region-09
FRD00347,CUST009545,2023-09-27,Card Fraud,Branch,435.13,73.89,True,False,Region-04
FRD00348,CUST007749,2024-12-22,Card Fraud,ATM,1115.46,67.52,True,False,Region-06
FRD00349,CUST017858,2024-06-13,Card Fraud,ATM,1086.21,149.35,False,True,Region-11
FRD00350,CUST012130,2024-05-05,Account Takeover,Branch,19.65,128.96,True,False,Region-01
FRD00351,CUST014619,2024-11-12,Card Fraud,Card Network,274.74,31.67,True,False,Region-03
FRD00352,CUST019928,2023-06-11,Card Fraud,Online Banking,227.14,1440.26,False,False,Region-11
FRD00353,CUST016582,2023-12-26,Suspicious Transfer,Online Banking,1822.98,53.84,True,False,Region-03
FRD00354,CUST011055,2024-02-29,Account Takeover,Card Network,577.02,102.64,True,False,Region-01
FRD00355,CUST000465,2023-11-19,Suspicious Transfer,Online Banking,221.52,571.45,False,True,Region-07
FRD00356,CUST012106,2023-06-24,Suspicious Transfer,Online Banking,283.67,1983.26,False,True,Region-01
FRD00357,CUST012028,2024-10-05,Unusual Transaction Pattern,Online Banking,179.27,144.02,True,False,Region-03
FRD00358,CUST017880,2024-08-27,Card Fraud,Mobile App,284.41,9.32,True,False,Region-11
FRD00359,CUST018428,2024-12-08,Card Fraud,Branch,382.0,11.54,True,False,Region-09
FRD00360,CUST006267,2024-06-08,Identity-related Anomaly,ATM,392.96,879.75,False,True,Region-08
FRD00361,CUST015001,2024-11-08,ATM Fraud,ATM,644.07,25.28,True,False,Region-09
FRD00362,CUST001411,2024-10-23,Card Fraud,Branch,327.86,97.49,True,False,Region-05
FRD00363,CUST006200,2024-11-16,Card Fraud,Branch,74.06,5.18,True,False,Region-04
FRD00364,CUST016667,2024-06-23,Card Fraud,Online Banking,261.06,43.45,True,False,Region-08
FRD00365,CUST005006,2023-08-17,Identity-related Anomaly,Mobile App,1622.47,349.05,False,False,Region-11
FRD00366,CUST014385,2023-08-14,Unusual Transaction Pattern,ATM,637.15,1161.31,False,True,Region-06
FRD00367,CUST010206,2024-11-19,Account Takeover,Mobile App,1291.65,340.54,False,True,Region-04
FRD00368,CUST005230,2023-04-14,Identity-related Anomaly,ATM,342.04,16.26,True,False,Region-09
FRD00369,CUST012412,2024-08-18,Suspicious Transfer,ATM,91.91,77.32,True,False,Region-02
FRD00370,CUST002812,2024-12-20,Unusual Transaction Pattern,Online Banking,239.81,103.55,True,False,Region-06
FRD00371,CUST001564,2023-09-29,ATM Fraud,Online Banking,1340.1,153.07,True,False,Region-12
FRD00372,CUST009355,2023-04-26,Unusual Transaction Pattern,Card Network,365.43,43.44,True,False,Region-10
FRD00373,CUST008402,2024-03-03,Account Takeover,Online Banking,449.91,74.61,True,False,Region-11
FRD00374,CUST000728,2024-02-16,Suspicious Transfer,Online Banking,634.06,182.54,True,False,Region-11
FRD00375,CUST003659,2024-06-19,ATM Fraud,Card Network,2785.73,721.64,False,False,Region-04
FRD00376,CUST005736,2024-11-02,Suspicious Transfer,Online Banking,881.88,62.04,True,False,Region-09
FRD00377,CUST012556,2023-01-24,Account Takeover,ATM,612.72,113.18,True,False,Region-03
FRD00378,CUST007479,2024-01-11,Unusual Transaction Pattern,Online Banking,187.8,5.5,True,False,Region-08
FRD00379,CUST009765,2024-08-15,Suspicious Transfer,ATM,412.32,48.61,True,False,Region-05
FRD00380,CUST002902,2023-01-27,Account Takeover,Mobile App,148.84,50.16,True,False,Region-10
FRD00381,CUST016773,2023-10-18,Card Fraud,Mobile App,572.76,2.68,True,False,Region-02
FRD00382,CUST009671,2023-08-22,Suspicious Transfer,Card Network,1026.36,13.66,True,False,Region-07
FRD00383,CUST001167,2023-09-07,Card Fraud,Branch,487.63,84.38,True,False,Region-05
FRD00384,CUST010377,2024-01-25,Card Fraud,Branch,809.69,20.85,True,False,Region-10
FRD00385,CUST014188,2024-10-22,Suspicious Transfer,Mobile App,820.19,25.48,True,False,Region-08
FRD00386,CUST018692,2024-09-08,Card Fraud,Online Banking,1776.67,151.63,True,False,Region-12
FRD00387,CUST016684,2024-10-03,Card Fraud,Mobile App,627.69,53.35,True,False,Region-12
FRD00388,CUST019966,2024-06-28,Unusual Transaction Pattern,Card Network,458.06,652.01,False,True,Region-11
FRD00389,CUST015313,2023-03-15,Unusual Transaction Pattern,ATM,586.94,28.1,True,False,Region-07
FRD00390,CUST018181,2023-10-10,Account Takeover,Mobile App,403.65,56.24,True,False,Region-11
FRD00391,CUST010792,2023-09-19,Account Takeover,Branch,230.1,250.39,True,False,Region-01
FRD00392,CUST018369,2024-04-02,Suspicious Transfer,Online Banking,822.96,9.59,True,False,Region-04
FRD00393,CUST009629,2024-06-26,Card Fraud,Card Network,74.2,43.26,True,False,Region-03
FRD00394,CUST010436,2024-04-04,Card Fraud,ATM,467.9,3.0,True,False,Region-05
FRD00395,CUST007860,2024-02-25,Unusual Transaction Pattern,Card Network,935.14,138.69,True,False,Region-08
FRD00396,CUST012433,2023-11-22,ATM Fraud,Mobile App,368.78,81.98,True,False,Region-11
FRD00397,CUST002739,2024-03-04,Unusual Transaction Pattern,Mobile App,422.8,1069.22,False,False,Region-02
FRD00398,CUST015601,2023-04-17,ATM Fraud,Mobile App,229.3,121.68,True,False,Region-07
FRD00399,CUST008988,2023-04-09,Suspicious Transfer,Mobile App,1619.66,59.94,True,False,Region-04
FRD00400,CUST015533,2023-08-16,Card Fraud,Branch,69.48,16.27,True,False,Region-03
FRD00401,CUST009045,2024-05-07,Card Fraud,Mobile App,616.85,27.55,True,False,Region-05
FRD00402,CUST015451,2023-03-28,Account Takeover,Card Network,490.62,7.84,True,False,Region-07
FRD00403,CUST006943,2024-09-14,Card Fraud,Card Network,434.1,121.01,True,False,Region-11
FRD00404,CUST005015,2024-09-10,Account Takeover,Mobile App,348.28,102.56,True,False,Region-04
FRD00405,CUST003112,2023-11-21,Card Fraud,Mobile App,532.93,1471.0,False,False,Region-10
FRD00406,CUST011176,2023-01-30,Card Fraud,Card Network,406.21,34.35,True,False,Region-07
FRD00407,CUST005187,2023-01-26,Card Fraud,Mobile App,1776.56,20.61,True,False,Region-03
FRD00408,CUST007970,2024-01-11,Suspicious Transfer,Mobile App,695.92,163.86,False,False,Region-06
FRD00409,CUST008490,2024-11-18,Card Fraud,Branch,109.01,187.21,False,False,Region-12
FRD00410,CUST013957,2023-04-29,ATM Fraud,ATM,246.08,39.81,True,False,Region-04
FRD00411,CUST002421,2024-10-09,Account Takeover,Card Network,360.24,79.48,True,False,Region-07
FRD00412,CUST005924,2024-09-23,Identity-related Anomaly,Card Network,184.06,1142.08,False,True,Region-05
FRD00413,CUST005012,2023-03-13,Unusual Transaction Pattern,Online Banking,181.23,44.4,True,False,Region-10
FRD00414,CUST001552,2024-07-28,Card Fraud,Card Network,443.46,17.08,True,False,Region-05
FRD00415,CUST013627,2024-11-14,Card Fraud,ATM,448.23,57.32,True,False,Region-08
FRD00416,CUST010079,2023-03-17,Card Fraud,Branch,1216.46,13.45,True,False,Region-04
FRD00417,CUST015574,2024-04-18,Card Fraud,Mobile App,379.39,4.73,True,False,Region-05
FRD00418,CUST007981,2024-04-09,Suspicious Transfer,Online Banking,862.27,8.21,True,False,Region-06
FRD00419,CUST015930,2023-01-03,Card Fraud,Online Banking,545.82,125.99,True,False,Region-02
FRD00420,CUST019222,2024-07-05,Account Takeover,Branch,1119.4,40.82,True,False,Region-09
FRD00421,CUST017244,2023-02-20,Unusual Transaction Pattern,Online Banking,1254.26,29.56,True,False,Region-05
FRD00422,CUST001907,2023-07-18,Account Takeover,Mobile App,628.52,11.04,True,False,Region-12
FRD00423,CUST014354,2023-01-27,Card Fraud,Online Banking,1328.57,7.11,True,False,Region-07
FRD00424,CUST014856,2023-02-28,Card Fraud,Mobile App,887.47,21.4,True,False,Region-11
FRD00425,CUST001292,2024-06-15,Card Fraud,Branch,142.28,49.24,True,False,Region-02
FRD00426,CUST009911,2023-08-23,Account Takeover,Online Banking,2387.76,1728.81,False,True,Region-04
FRD00427,CUST005328,2023-09-12,Card Fraud,Branch,131.37,14.15,True,False,Region-10
FRD00428,CUST005144,2024-07-18,Account Takeover,Card Network,755.1,25.47,True,False,Region-05
FRD00429,CUST006645,2024-05-29,Identity-related Anomaly,Branch,234.14,253.77,True,False,Region-07
FRD00430,CUST017397,2024-10-26,Unusual Transaction Pattern,ATM,202.84,78.61,True,False,Region-10
FRD00431,CUST008450,2023-10-17,Suspicious Transfer,ATM,529.61,333.75,True,False,Region-04
FRD00432,CUST002867,2024-07-11,ATM Fraud,Card Network,790.84,172.89,True,False,Region-05
FRD00433,CUST018771,2023-06-28,Card Fraud,Card Network,588.31,90.83,True,False,Region-01
FRD00434,CUST000244,2024-09-18,Suspicious Transfer,Mobile App,156.02,26.41,True,False,Region-11
FRD00435,CUST000424,2024-03-05,Card Fraud,Branch,695.84,60.27,True,False,Region-12
FRD00436,CUST006912,2023-09-29,Suspicious Transfer,Card Network,319.14,2.42,True,False,Region-10
FRD00437,CUST002342,2023-01-15,Unusual Transaction Pattern,Mobile App,983.3,96.87,True,False,Region-05
FRD00438,CUST011132,2023-08-14,Suspicious Transfer,Branch,537.81,43.75,True,False,Region-09
FRD00439,CUST013270,2024-11-05,Unusual Transaction Pattern,Card Network,257.35,19.47,True,False,Region-02
FRD00440,CUST017031,2024-01-15,Account Takeover,Card Network,1002.82,43.1,True,False,Region-01
FRD00441,CUST015882,2024-04-20,Suspicious Transfer,Mobile App,733.81,30.83,True,False,Region-06
FRD00442,CUST007105,2023-03-21,Unusual Transaction Pattern,Branch,556.05,198.93,True,False,Region-09
FRD00443,CUST014509,2023-06-08,Card Fraud,Online Banking,1433.41,51.45,True,False,Region-02
FRD00444,CUST014079,2023-02-18,Card Fraud,Branch,1122.43,40.32,True,False,Region-02
FRD00445,CUST001929,2023-03-18,Identity-related Anomaly,Online Banking,959.14,45.79,True,False,Region-05
FRD00446,CUST010796,2023-05-04,Account Takeover,Mobile App,1184.26,23.56,True,False,Region-10
FRD00447,CUST015445,2023-01-05,Suspicious Transfer,Online Banking,789.46,27.73,True,False,Region-09
FRD00448,CUST013723,2024-04-23,Card Fraud,Card Network,638.75,9.26,True,False,Region-01
FRD00449,CUST019777,2023-11-10,Suspicious Transfer,ATM,313.88,62.98,True,False,Region-02
FRD00450,CUST010970,2023-08-01,Card Fraud,Mobile App,368.41,16.29,True,False,Region-01
FRD00451,CUST011840,2024-08-26,Card Fraud,Mobile App,467.55,113.38,True,False,Region-03
FRD00452,CUST013814,2024-12-30,Card Fraud,Card Network,398.88,142.09,True,False,Region-07
FRD00453,CUST001695,2024-07-01,ATM Fraud,Branch,1518.06,12.21,True,False,Region-08
FRD00454,CUST016477,2023-05-19,ATM Fraud,Mobile App,531.27,298.0,False,True,Region-07
FRD00455,CUST008123,2024-08-14,Suspicious Transfer,Card Network,1426.23,15.4,True,False,Region-07
FRD00456,CUST010561,2024-12-09,Unusual Transaction Pattern,Mobile App,247.45,50.04,True,False,Region-06
FRD00457,CUST012057,2024-01-21,Unusual Transaction Pattern,ATM,705.04,80.54,True,False,Region-03
FRD00458,CUST000309,2023-01-20,Card Fraud,Online Banking,139.97,110.89,True,False,Region-07
FRD00459,CUST019437,2023-11-11,Account Takeover,ATM,503.1,46.46,True,False,Region-05
FRD00460,CUST011610,2023-02-13,Account Takeover,ATM,1125.26,42.65,True,False,Region-01
FRD00461,CUST019359,2023-07-31,Card Fraud,Online Banking,492.84,25.16,True,False,Region-08
FRD00462,CUST014227,2024-09-18,Card Fraud,Branch,1618.06,89.71,True,False,Region-08
FRD00463,CUST018349,2023-11-13,Account Takeover,Mobile App,551.95,5.54,True,False,Region-12
FRD00464,CUST006868,2023-01-07,Suspicious Transfer,Card Network,1156.3,569.33,False,True,Region-02
FRD00465,CUST019032,2023-06-29,Card Fraud,Card Network,95.74,5.21,True,False,Region-11
FRD00466,CUST005403,2023-01-20,Unusual Transaction Pattern,ATM,1300.46,25.37,True,False,Region-06
FRD00467,CUST019974,2024-04-30,Suspicious Transfer,Branch,184.49,1171.54,False,True,Region-05
FRD00468,CUST016345,2024-04-03,Unusual Transaction Pattern,ATM,882.17,6.81,True,False,Region-01
FRD00469,CUST015998,2024-05-21,ATM Fraud,Mobile App,658.31,9.88,True,False,Region-05
FRD00470,CUST000065,2024-04-02,Account Takeover,ATM,232.49,59.49,True,False,Region-03
FRD00471,CUST013120,2023-03-14,Suspicious Transfer,Card Network,548.12,129.26,True,False,Region-01
FRD00472,CUST013698,2023-07-30,Unusual Transaction Pattern,Mobile App,1688.46,166.55,True,False,Region-09
FRD00473,CUST010297,2024-04-09,Suspicious Transfer,Online Banking,511.61,745.15,False,False,Region-03
FRD00474,CUST009161,2024-06-01,ATM Fraud,Branch,613.8,82.48,True,False,Region-10
FRD00475,CUST000195,2023-03-01,Card Fraud,ATM,454.86,843.11,False,False,Region-12
FRD00476,CUST014738,2023-10-07,Card Fraud,Card Network,282.02,1617.54,False,False,Region-12
FRD00477,CUST019813,2023-06-23,Unusual Transaction Pattern,Online Banking,175.04,92.41,True,False,Region-09
FRD00478,CUST016474,2024-08-27,Account Takeover,Card Network,218.88,40.43,True,False,Region-08
FRD00479,CUST003691,2024-02-10,Account Takeover,Mobile App,375.87,47.36,True,False,Region-04
FRD00480,CUST003707,2024-09-14,Card Fraud,Online Banking,313.59,42.61,True,False,Region-10
FRD00481,CUST017133,2023-08-08,ATM Fraud,Mobile App,1688.08,132.83,True,False,Region-08
FRD00482,CUST012028,2023-10-28,ATM Fraud,Branch,635.41,1636.1,False,True,Region-03
FRD00483,CUST000672,2024-06-06,Card Fraud,Card Network,247.91,104.38,True,False,Region-09
FRD00484,CUST008126,2023-12-10,Account Takeover,Online Banking,126.14,16.88,True,False,Region-10
FRD00485,CUST000773,2023-05-28,Card Fraud,ATM,255.52,26.18,True,False,Region-01
FRD00486,CUST007699,2023-04-08,ATM Fraud,Online Banking,1243.76,140.11,True,False,Region-01
