loan_id,customer_id,product_id,loan_type,origination_date,term_months,interest_rate,loan_amount,outstanding_balance,probability_of_default,exposure_at_default,loss_given_default,dpd_bucket,default_flag,risk_bucket,branch_id,region,acquisition_channel,expected_credit_loss
LN000162,CUST000175,PRD08,Consumer Loan,2021-02-07,24,0.18,2448.28,895.31,0.0364,2013.55,0.508,Current,False,High,BR022,Region-01,CH07,37.23
LN000163,CUST000178,PRD06,Auto Loan,2023-11-16,60,0.11,10661.24,3614.87,0.0271,6368.38,0.516,Current,False,Elevated,BR006,Region-05,CH11,89.05
LN000164,CUST000179,PRD07,Mortgage,2022-06-30,240,0.085,43312.9,24783.58,0.0107,23789.99,0.576,Current,False,Low,BR010,Region-07,CH06,146.62
LN000165,CUST000181,PRD07,Mortgage,2019-08-31,240,0.085,9286.27,7924.96,0.059,6050.29,0.396,Current,False,Moderate,BR016,Region-12,CH04,141.36
LN000166,CUST000182,PRD06,Auto Loan,2024-03-12,60,0.11,2243.6,1598.4,0.0127,1333.71,0.503,Current,False,Moderate,BR013,Region-01,CH08,8.52
LN000167,CUST000183,PRD06,Auto Loan,2024-03-24,60,0.11,3690.72,854.29,0.004,2304.2,0.256,Current,False,Low,BR011,Region-12,CH11,2.36
LN000168,CUST000183,PRD08,Consumer Loan,2021-03-28,24,0.18,3484.73,1437.15,0.004,1972.3,0.48,Current,False,Low,BR011,Region-12,CH11,3.79
LN000169,CUST000186,PRD08,Consumer Loan,2023-05-24,24,0.18,940.98,810.51,0.004,881.97,0.492,Current,False,Low,BR024,Region-06,CH10,1.74
LN000170,CUST000187,PRD05,Personal Loan,2022-10-30,36,0.16,5708.49,3975.64,0.0059,4844.59,0.439,Current,False,Low,BR009,Region-10,CH10,12.55
LN000171,CUST000187,PRD06,Auto Loan,2023-10-10,60,0.11,3224.3,2203.76,0.005,1688.74,0.541,Current,False,Low,BR009,Region-10,CH10,4.57
LN000172,CUST000188,PRD11,Overdraft Facility,2023-02-28,12,0.2,1951.99,1551.56,0.005,1817.55,0.505,Current,False,Low,BR013,Region-08,CH07,4.59
LN000173,CUST000189,PRD06,Auto Loan,2022-07-12,60,0.11,6762.31,4609.54,0.0205,5978.75,0.462,Current,False,Low,BR011,Region-10,CH02,56.62
LN000174,CUST000190,PRD06,Auto Loan,2024-03-12,60,0.11,3503.83,3240.48,0.0108,2711.05,0.459,Current,False,Low,BR024,Region-06,CH09,13.44
LN000175,CUST000191,PRD05,Personal Loan,2024-04-03,36,0.16,3177.08,1624.19,0.0496,1669.47,0.341,Current,False,Elevated,BR020,Region-11,CH01,28.24
LN000176,CUST000192,PRD05,Personal Loan,2024-03-22,36,0.16,824.12,501.06,0.004,765.79,0.446,Current,False,Elevated,BR024,Region-10,CH02,1.37
LN000177,CUST000192,PRD07,Mortgage,2023-03-14,240,0.085,6686.71,5489.43,0.0909,4953.83,0.328,60-89,False,Elevated,BR024,Region-10,CH02,147.7
LN000178,CUST000193,PRD06,Auto Loan,2021-07-13,60,0.11,667.06,261.17,0.004,397.32,0.515,Current,False,Elevated,BR006,Region-01,CH02,0.82
LN000179,CUST000194,PRD08,Consumer Loan,2022-06-23,24,0.18,2125.32,1120.01,0.0182,2081.55,0.486,Current,False,Low,BR014,Region-07,CH06,18.41
LN000180,CUST000195,PRD11,Overdraft Facility,2023-10-13,12,0.2,4462.99,1729.95,0.0196,2652.84,0.572,Current,False,Low,BR015,Region-12,CH03,29.74
LN000181,CUST000196,PRD07,Mortgage,2018-12-11,240,0.085,10688.18,2635.52,0.0393,10615.31,0.476,Current,False,Moderate,BR011,Region-09,CH01,198.58
LN000182,CUST000200,PRD06,Auto Loan,2024-02-11,60,0.11,1241.92,351.54,0.015,719.76,0.38,Current,False,Elevated,BR012,Region-05,CH09,4.1
LN000183,CUST000200,PRD05,Personal Loan,2023-05-19,36,0.16,849.31,475.32,0.0364,789.02,0.489,Current,False,Elevated,BR012,Region-05,CH09,14.04
LN000184,CUST000203,PRD11,Overdraft Facility,2023-11-08,12,0.2,3122.14,1558.98,0.0147,2227.37,0.429,Current,False,Moderate,BR001,Region-03,CH08,14.05
LN000185,CUST000205,PRD07,Mortgage,2024-08-07,240,0.085,3745.27,3488.68,0.0454,2836.58,0.382,Current,False,Moderate,BR016,Region-05,CH01,49.19
LN000186,CUST000211,PRD06,Auto Loan,2022-07-04,60,0.11,1494.21,635.84,0.0133,787.85,0.365,Current,False,Elevated,BR008,Region-12,CH06,3.82
LN000187,CUST000212,PRD05,Personal Loan,2018-09-22,36,0.16,1201.39,731.53,0.0225,1020.49,0.415,Current,False,Moderate,BR014,Region-12,CH01,9.53
LN000188,CUST000212,PRD11,Overdraft Facility,2023-08-26,12,0.2,2685.04,1487.68,0.0087,1987.6,0.492,Current,False,Moderate,BR014,Region-12,CH01,8.51
LN000189,CUST000213,PRD08,Consumer Loan,2024-09-29,24,0.18,1455.22,381.97,0.0147,874.99,0.694,Current,False,Elevated,BR002,Region-06,CH01,8.93
LN000190,CUST000214,PRD11,Overdraft Facility,2020-12-23,12,0.2,16295.49,4496.93,0.0062,13354.84,0.437,Current,False,Low,BR006,Region-10,CH05,36.18
LN000191,CUST000215,PRD11,Overdraft Facility,2022-05-20,12,0.2,903.17,253.23,0.0206,472.91,0.433,Current,False,Low,BR012,Region-12,CH07,4.22
LN000192,CUST000218,PRD11,Overdraft Facility,2023-12-05,12,0.2,12683.35,7230.25,0.0268,9555.85,0.519,Current,False,Moderate,BR019,Region-09,CH01,132.91
LN000193,CUST000219,PRD06,Auto Loan,2021-06-17,60,0.11,3880.56,1743.02,0.0084,3228.92,0.479,Current,False,Low,BR007,Region-01,CH10,12.99
LN000194,CUST000219,PRD08,Consumer Loan,2021-07-21,24,0.18,1446.1,412.78,0.004,1406.54,0.555,Current,False,Low,BR007,Region-01,CH10,3.12
LN000195,CUST000221,PRD06,Auto Loan,2021-07-09,60,0.11,2423.29,1448.21,0.004,1990.05,0.336,Current,False,Moderate,BR017,Region-03,CH07,2.67
LN000196,CUST000222,PRD06,Auto Loan,2024-11-22,60,0.11,3642.54,2681.84,0.0354,3032.74,0.555,Current,False,Critical,BR006,Region-08,CH02,59.58
LN000197,CUST000223,PRD11,Overdraft Facility,2017-11-28,12,0.2,2777.73,1700.03,0.0156,2773.84,0.609,Current,False,Moderate,BR012,Region-10,CH12,26.35
LN000198,CUST000223,PRD07,Mortgage,2022-07-30,240,0.085,15548.83,11663.27,0.0451,14587.95,0.584,Current,False,Moderate,BR012,Region-10,CH12,384.22
LN000199,CUST000224,PRD07,Mortgage,2024-09-20,240,0.085,22565.33,7448.85,0.0261,20494.63,0.396,30-59,False,Low,BR020,Region-03,CH01,211.82
LN000200,CUST000226,PRD07,Mortgage,2022-07-29,240,0.085,4047.18,1774.46,0.0612,2384.77,0.592,60-89,False,Elevated,BR015,Region-07,CH10,86.4
LN000201,CUST000227,PRD05,Personal Loan,2022-02-14,36,0.16,17427.3,4034.52,0.0318,14914.45,0.217,Current,False,Moderate,BR020,Region-03,CH01,102.92
LN000202,CUST000227,PRD11,Overdraft Facility,2022-05-16,12,0.2,3208.66,2354.48,0.0136,2420.56,0.319,Current,False,Moderate,BR020,Region-03,CH01,10.5
LN000203,CUST000228,PRD05,Personal Loan,2024-02-15,36,0.16,11696.03,9561.37,0.0058,8945.51,0.375,Current,False,Moderate,BR019,Region-10,CH05,19.46
LN000204,CUST000228,PRD06,Auto Loan,2024-06-26,60,0.11,10312.0,6487.98,0.0075,9033.72,0.513,Current,False,Moderate,BR019,Region-10,CH05,34.76
LN000205,CUST000228,PRD11,Overdraft Facility,2021-03-05,12,0.2,6550.72,4433.1,0.0102,3718.36,0.508,Current,False,Moderate,BR019,Region-10,CH05,19.27
LN000206,CUST000228,PRD08,Consumer Loan,2023-04-22,24,0.18,23253.76,8010.45,0.0206,19741.57,0.595,Current,False,Moderate,BR019,Region-10,CH05,241.97
LN000207,CUST000231,PRD07,Mortgage,2023-01-07,240,0.085,10404.17,3919.19,0.0895,10165.21,0.632,Current,False,Elevated,BR005,Region-04,CH04,574.98
LN000208,CUST000235,PRD06,Auto Loan,2024-12-30,60,0.11,3755.62,1922.41,0.0083,2928.98,0.513,Current,False,Elevated,BR024,Region-12,CH03,12.47
LN000209,CUST000235,PRD07,Mortgage,2022-04-15,240,0.085,10545.28,4885.94,0.0635,7973.21,0.465,Current,False,Elevated,BR024,Region-12,CH03,235.43
LN000210,CUST000238,PRD11,Overdraft Facility,2022-01-29,12,0.2,5444.58,1471.06,0.0261,2968.77,0.409,Current,False,Moderate,BR015,Region-04,CH05,31.69
LN000211,CUST000241,PRD07,Mortgage,2022-10-23,240,0.085,11842.73,5890.64,0.0726,8035.47,0.541,Current,False,Elevated,BR005,Region-08,CH05,315.61
LN000212,CUST000243,PRD11,Overdraft Facility,2023-02-09,12,0.2,3026.19,2540.39,0.0204,2590.01,0.529,30-59,False,Moderate,BR017,Region-09,CH02,27.95
LN000213,CUST000244,PRD06,Auto Loan,2020-12-06,60,0.11,4507.96,2067.1,0.0315,2617.73,0.474,Current,False,Elevated,BR018,Region-11,CH06,39.09
LN000214,CUST000246,PRD08,Consumer Loan,2022-08-15,24,0.18,5539.75,4416.02,0.0207,4734.64,0.46,Current,False,Elevated,BR025,Region-10,CH12,45.08
LN000215,CUST000247,PRD11,Overdraft Facility,2023-07-24,12,0.2,2170.49,1192.33,0.017,1743.53,0.399,60-89,False,Low,BR006,Region-06,CH09,11.83
LN000216,CUST000247,PRD08,Consumer Loan,2024-08-17,24,0.18,1624.97,1101.92,0.0109,1136.1,0.504,Current,False,Low,BR006,Region-06,CH09,6.24
LN000217,CUST000248,PRD11,Overdraft Facility,2018-10-26,12,0.2,1998.46,633.59,0.004,1115.16,0.338,Current,False,Moderate,BR005,Region-12,CH04,1.51
LN000218,CUST000249,PRD11,Overdraft Facility,2024-05-23,12,0.2,10166.4,5887.95,0.0074,6521.64,0.495,Current,False,Moderate,BR015,Region-07,CH06,23.89
LN000219,CUST000252,PRD07,Mortgage,2024-08-04,240,0.085,5830.51,2387.25,0.0364,4558.75,0.612,Current,False,Low,BR024,Region-04,CH05,101.55
LN000220,CUST000252,PRD08,Consumer Loan,2024-10-01,24,0.18,500.0,228.29,0.004,330.31,0.462,Current,False,Low,BR024,Region-04,CH05,0.61
LN000221,CUST000255,PRD07,Mortgage,2023-09-16,240,0.085,53983.03,12502.92,0.004,45761.73,0.422,Current,False,Low,BR013,Region-04,CH11,77.25
LN000222,CUST000258,PRD06,Auto Loan,2024-09-22,60,0.11,1304.36,583.0,0.021,1292.61,0.506,Current,False,Elevated,BR008,Region-08,CH10,13.74
LN000223,CUST000260,PRD06,Auto Loan,2022-04-09,60,0.11,3364.96,1717.14,0.0316,2137.91,0.517,Current,False,Elevated,BR011,Region-08,CH05,34.93
LN000224,CUST000260,PRD11,Overdraft Facility,2024-06-12,12,0.2,520.41,260.69,0.0215,502.73,0.403,Current,False,Elevated,BR011,Region-08,CH05,4.36
LN000225,CUST000260,PRD08,Consumer Loan,2018-06-10,24,0.18,584.1,515.52,0.0151,583.43,0.426,Current,False,Elevated,BR011,Region-08,CH05,3.75
LN000226,CUST000262,PRD05,Personal Loan,2022-10-09,36,0.16,6710.83,4523.18,0.0071,5435.74,0.438,Current,False,Low,BR015,Region-10,CH12,16.9
LN000227,CUST000264,PRD11,Overdraft Facility,2024-02-28,12,0.2,7342.24,4025.2,0.004,5872.35,0.427,Current,False,Low,BR021,Region-05,CH10,10.03
LN000228,CUST000264,PRD08,Consumer Loan,2024-05-19,24,0.18,12637.64,7522.17,0.004,10058.54,0.465,Current,False,Low,BR021,Region-05,CH10,18.71
LN000229,CUST000267,PRD07,Mortgage,2024-07-09,240,0.085,8233.25,4658.85,0.0153,5195.13,0.536,Current,False,Low,BR013,Region-10,CH10,42.6
LN000230,CUST000268,PRD11,Overdraft Facility,2024-01-22,12,0.2,3364.62,1508.65,0.0248,2864.1,0.473,Current,False,Moderate,BR023,Region-05,CH12,33.6
LN000231,CUST000268,PRD08,Consumer Loan,2024-08-23,24,0.18,4595.68,2699.57,0.0169,3565.84,0.496,Current,False,Moderate,BR023,Region-05,CH12,29.89
LN000232,CUST000269,PRD06,Auto Loan,2024-10-17,60,0.11,1083.58,906.5,0.0163,576.76,0.331,Current,False,Elevated,BR020,Region-04,CH06,3.11
LN000233,CUST000269,PRD08,Consumer Loan,2024-09-29,24,0.18,8090.28,6531.04,0.02,7719.94,0.301,Current,False,Elevated,BR020,Region-04,CH06,46.47
LN000234,CUST000271,PRD05,Personal Loan,2024-04-12,36,0.16,2631.05,1365.07,0.0063,1917.97,0.402,Current,False,Low,BR012,Region-11,CH01,4.86
LN000235,CUST000271,PRD07,Mortgage,2024-02-21,240,0.085,30693.35,21300.83,0.0403,18605.74,0.275,Current,False,Low,BR012,Region-11,CH01,206.2
LN000236,CUST000271,PRD08,Consumer Loan,2024-05-14,24,0.18,11986.98,10225.83,0.0184,7922.06,0.423,Current,False,Low,BR012,Region-11,CH01,61.66
LN000237,CUST000273,PRD11,Overdraft Facility,2020-02-12,12,0.2,843.87,205.0,0.0254,650.49,0.439,Current,False,Moderate,BR004,Region-07,CH07,7.25
LN000238,CUST000274,PRD11,Overdraft Facility,2020-08-09,12,0.2,937.65,753.99,0.0094,858.61,0.375,Current,False,Moderate,BR024,Region-03,CH08,3.03
LN000239,CUST000277,PRD06,Auto Loan,2022-11-12,60,0.11,2992.99,777.99,0.0058,2486.29,0.372,Current,False,Moderate,BR007,Region-11,CH02,5.36
LN000240,CUST000279,PRD06,Auto Loan,2020-09-23,60,0.11,4680.01,3689.99,0.0242,2872.27,0.48,30-59,False,Moderate,BR007,Region-04,CH10,33.36
LN000241,CUST000279,PRD05,Personal Loan,2023-02-04,36,0.16,3852.84,3126.54,0.0172,3408.97,0.298,Current,False,Moderate,BR007,Region-04,CH10,17.47
LN000242,CUST000280,PRD06,Auto Loan,2024-11-23,60,0.11,1427.76,310.56,0.0096,763.76,0.47,Current,False,Moderate,BR018,Region-06,CH12,3.45
LN000243,CUST000281,PRD05,Personal Loan,2023-03-27,36,0.16,23470.87,18627.82,0.0104,12775.63,0.365,Current,False,Low,BR023,Region-08,CH04,48.5
LN000244,CUST000283,PRD07,Mortgage,2024-08-30,240,0.085,30082.53,15972.18,0.0289,24042.86,0.392,Current,False,Low,BR017,Region-04,CH06,272.38
LN000245,CUST000284,PRD11,Overdraft Facility,2024-07-24,12,0.2,1259.89,378.74,0.0261,830.77,0.465,Current,False,Elevated,BR003,Region-04,CH06,10.08
LN000246,CUST000285,PRD11,Overdraft Facility,2024-04-19,12,0.2,1689.46,470.18,0.0109,1569.66,0.24,Current,False,Moderate,BR023,Region-11,CH10,4.11
LN000247,CUST000289,PRD06,Auto Loan,2024-08-17,60,0.11,2706.07,681.05,0.004,1703.33,0.571,Current,False,Low,BR002,Region-08,CH12,3.89
LN000248,CUST000291,PRD06,Auto Loan,2024-01-09,60,0.11,3755.28,2657.67,0.0428,2261.79,0.446,Current,False,High,BR011,Region-03,CH10,43.17
LN000249,CUST000291,PRD07,Mortgage,2023-09-28,240,0.085,10809.34,5842.2,0.1048,9346.28,0.403,Current,False,High,BR011,Region-03,CH10,394.73
LN000250,CUST000294,PRD08,Consumer Loan,2024-12-07,24,0.18,1067.75,862.6,0.0177,933.19,0.453,Current,False,Moderate,BR004,Region-01,CH06,7.48
LN000251,CUST000295,PRD06,Auto Loan,2021-04-09,60,0.11,2341.82,479.03,0.0042,1631.83,0.437,Current,False,Low,BR019,Region-05,CH12,3.0
LN000252,CUST000295,PRD07,Mortgage,2023-01-24,240,0.085,8936.88,3470.82,0.0193,7551.66,0.61,Current,False,Low,BR019,Region-05,CH12,88.91
LN000253,CUST000297,PRD05,Personal Loan,2024-05-04,36,0.16,5986.16,4310.72,0.0095,3627.94,0.397,Current,False,Low,BR006,Region-10,CH04,13.68
LN000254,CUST000299,PRD08,Consumer Loan,2023-08-05,24,0.18,2770.54,2295.61,0.046,1645.22,0.482,90+,True,Elevated,BR002,Region-04,CH09,36.48
LN000255,CUST000300,PRD08,Consumer Loan,2023-08-02,24,0.18,7645.71,3523.93,0.015,5784.08,0.409,Current,False,Low,BR004,Region-08,CH02,35.49
LN000256,CUST000300,PRD07,Mortgage,2023-02-04,240,0.085,19175.61,10155.94,0.0139,16908.88,0.326,Current,False,Low,BR004,Region-08,CH02,76.62
LN000257,CUST000301,PRD06,Auto Loan,2024-12-23,60,0.11,1226.68,824.41,0.004,829.88,0.429,Current,False,Low,BR012,Region-04,CH03,1.42
LN000258,CUST000301,PRD11,Overdraft Facility,2018-10-06,12,0.2,6998.52,1867.17,0.0055,4381.42,0.686,Current,False,Low,BR012,Region-04,CH03,16.53
LN000259,CUST000302,PRD07,Mortgage,2017-09-09,240,0.085,12217.06,7553.6,0.0619,6248.57,0.322,Current,False,Moderate,BR023,Region-08,CH12,124.55
LN000260,CUST000303,PRD11,Overdraft Facility,2024-02-08,12,0.2,5884.92,4854.1,0.0094,4830.28,0.333,Current,False,Low,BR008,Region-01,CH03,15.12
LN000261,CUST000306,PRD08,Consumer Loan,2022-05-12,24,0.18,1243.91,656.12,0.004,893.49,0.372,Current,False,Moderate,BR016,Region-09,CH04,1.33
LN000262,CUST000307,PRD08,Consumer Loan,2024-12-07,24,0.18,3957.2,1835.57,0.0052,3602.17,0.44,Current,False,Moderate,BR008,Region-04,CH06,8.24
LN000263,CUST000308,PRD11,Overdraft Facility,2022-10-08,12,0.2,2044.77,719.23,0.0414,1133.66,0.402,Current,False,Moderate,BR015,Region-04,CH07,18.87
LN000264,CUST000308,PRD08,Consumer Loan,2023-01-06,24,0.18,1730.85,965.95,0.005,1591.26,0.445,Current,False,Moderate,BR015,Region-04,CH07,3.54
LN000265,CUST000309,PRD06,Auto Loan,2019-09-13,60,0.11,4774.69,1345.07,0.0069,4510.4,0.462,Current,False,Low,BR008,Region-07,CH10,14.38
LN000266,CUST000309,PRD07,Mortgage,2022-09-07,240,0.085,8277.87,3332.55,0.0107,4547.2,0.409,Current,False,Low,BR008,Region-07,CH10,19.9
LN000267,CUST000310,PRD06,Auto Loan,2020-05-25,60,0.11,7905.85,2284.14,0.0276,7792.15,0.414,Current,False,Moderate,BR007,Region-08,CH07,89.04
LN000268,CUST000315,PRD11,Overdraft Facility,2023-11-25,12,0.2,1877.25,1666.89,0.046,1717.75,0.369,Current,False,High,BR014,Region-07,CH02,29.16
LN000269,CUST000318,PRD05,Personal Loan,2020-01-03,36,0.16,7840.64,5087.13,0.004,4223.59,0.498,Current,False,Low,BR019,Region-05,CH03,8.41
LN000270,CUST000320,PRD05,Personal Loan,2024-12-21,36,0.16,7839.25,6229.57,0.004,3935.19,0.581,Current,False,Elevated,BR006,Region-09,CH02,9.15
LN000271,CUST000321,PRD06,Auto Loan,2021-06-23,60,0.11,5007.58,2914.89,0.004,4676.63,0.447,Current,False,Moderate,BR002,Region-01,CH07,8.36
LN000272,CUST000323,PRD05,Personal Loan,2021-12-09,36,0.16,3196.92,2280.98,0.0126,1746.43,0.383,Current,False,Elevated,BR024,Region-11,CH06,8.43
LN000273,CUST000324,PRD07,Mortgage,2024-06-11,240,0.085,24519.82,14054.51,0.0222,20560.66,0.377,Current,False,Low,BR003,Region-09,CH10,172.08
LN000274,CUST000325,PRD05,Personal Loan,2022-11-29,36,0.16,7686.41,3298.85,0.019,7410.45,0.465,Current,False,Moderate,BR006,Region-05,CH11,65.47
LN000275,CUST000327,PRD05,Personal Loan,2023-08-29,36,0.16,6833.35,3487.35,0.004,5847.94,0.484,Current,False,Low,BR021,Region-01,CH10,11.32
LN000276,CUST000328,PRD08,Consumer Loan,2023-04-16,24,0.18,5886.14,1493.69,0.004,3033.8,0.437,Current,False,Low,BR015,Region-10,CH01,5.3
LN000277,CUST000329,PRD11,Overdraft Facility,2024-08-13,12,0.2,6938.73,4576.48,0.0083,5739.11,0.531,Current,False,Moderate,BR002,Region-12,CH09,25.29
LN000278,CUST000335,PRD08,Consumer Loan,2023-03-23,24,0.18,6132.41,4464.08,0.004,4079.07,0.362,Current,False,Low,BR012,Region-06,CH12,5.91
LN000279,CUST000336,PRD06,Auto Loan,2023-06-10,60,0.11,862.62,668.27,0.0113,689.66,0.417,Current,False,Low,BR021,Region-03,CH09,3.25
LN000280,CUST000336,PRD07,Mortgage,2023-10-12,240,0.085,9943.32,5759.23,0.0313,6715.77,0.206,60-89,False,Low,BR021,Region-03,CH09,43.3
LN000281,CUST000337,PRD06,Auto Loan,2024-12-13,60,0.11,2377.62,1365.76,0.0367,2177.49,0.584,30-59,False,Elevated,BR010,Region-06,CH10,46.67
LN000282,CUST000337,PRD07,Mortgage,2024-11-24,240,0.085,9119.9,7260.24,0.0634,8208.16,0.275,90+,True,Elevated,BR010,Region-06,CH10,143.11
LN000283,CUST000338,PRD06,Auto Loan,2020-11-12,60,0.11,2230.01,851.05,0.0222,1541.11,0.521,Current,False,Low,BR025,Region-06,CH05,17.82
LN000284,CUST000338,PRD05,Personal Loan,2024-11-16,36,0.16,2501.84,2202.61,0.0172,2257.54,0.443,Current,False,Low,BR025,Region-06,CH05,17.2
LN000285,CUST000339,PRD11,Overdraft Facility,2022-07-19,12,0.2,5820.28,3290.08,0.004,5323.26,0.451,Current,False,Low,BR022,Region-05,CH02,9.6
LN000286,CUST000343,PRD11,Overdraft Facility,2024-09-02,12,0.2,8995.5,4454.89,0.0411,8598.22,0.399,Current,False,High,BR017,Region-10,CH07,141.0
LN000287,CUST000343,PRD07,Mortgage,2024-11-29,240,0.085,36115.03,16734.67,0.1554,23215.6,0.444,Current,False,High,BR017,Region-10,CH07,1601.82
LN000288,CUST000344,PRD05,Personal Loan,2024-09-01,36,0.16,1489.45,887.41,0.0251,1439.48,0.647,Current,False,Elevated,BR012,Region-09,CH07,23.38
LN000289,CUST000345,PRD06,Auto Loan,2023-11-22,60,0.11,11810.33,6295.25,0.0096,6105.73,0.432,Current,False,Low,BR024,Region-01,CH07,25.32
LN000290,CUST000345,PRD11,Overdraft Facility,2024-12-15,12,0.2,2224.05,1083.46,0.0151,1881.02,0.323,Current,False,Low,BR024,Region-01,CH07,9.17
LN000291,CUST000346,PRD06,Auto Loan,2023-04-07,60,0.11,6124.06,1762.29,0.0263,3803.2,0.295,Current,False,Moderate,BR023,Region-09,CH04,29.51
LN000292,CUST000346,PRD05,Personal Loan,2021-08-26,36,0.16,2034.34,1762.23,0.0102,1079.74,0.446,Current,False,Moderate,BR023,Region-09,CH04,4.91
LN000293,CUST000350,PRD05,Personal Loan,2024-08-22,36,0.16,500.0,359.03,0.0202,311.04,0.516,60-89,False,High,BR016,Region-03,CH06,3.24
LN000294,CUST000351,PRD06,Auto Loan,2024-11-03,60,0.11,1941.75,1441.36,0.0136,1736.04,0.472,Current,False,Moderate,BR025,Region-07,CH10,11.14
LN000295,CUST000351,PRD05,Personal Loan,2024-08-31,36,0.16,1915.39,1703.67,0.024,1452.06,0.291,Current,False,Moderate,BR025,Region-07,CH10,10.14
LN000296,CUST000353,PRD07,Mortgage,2021-09-09,240,0.085,10501.96,2477.98,0.1048,7536.31,0.335,Current,False,High,BR025,Region-03,CH09,264.58
LN000297,CUST000353,PRD08,Consumer Loan,2024-12-08,24,0.18,2255.7,911.77,0.0308,1911.46,0.662,30-59,False,High,BR025,Region-03,CH09,38.97
LN000298,CUST000355,PRD05,Personal Loan,2021-05-25,36,0.16,20543.33,19164.44,0.0129,18144.98,0.491,Current,False,High,BR005,Region-05,CH02,114.93
LN000299,CUST000357,PRD07,Mortgage,2022-09-29,240,0.085,33685.29,29390.39,0.0707,26398.45,0.202,Current,False,Moderate,BR021,Region-07,CH01,377.01
LN000300,CUST000358,PRD06,Auto Loan,2024-04-30,60,0.11,661.59,428.24,0.0244,358.2,0.326,Current,False,High,BR023,Region-09,CH09,2.85
LN000301,CUST000359,PRD06,Auto Loan,2024-09-27,60,0.11,510.49,406.83,0.004,350.48,0.554,Current,False,Moderate,BR002,Region-09,CH03,0.78
LN000302,CUST000360,PRD06,Auto Loan,2024-06-19,60,0.11,29223.44,12930.82,0.004,24560.45,0.399,Current,False,Low,BR021,Region-02,CH12,39.2
LN000303,CUST000361,PRD05,Personal Loan,2023-04-09,36,0.16,1506.56,1102.88,0.004,1018.93,0.445,Current,False,Low,BR018,Region-12,CH06,1.81
LN000304,CUST000363,PRD05,Personal Loan,2021-04-26,36,0.16,3618.23,1329.89,0.0295,2528.43,0.433,Current,False,Moderate,BR017,Region-03,CH01,32.3
LN000305,CUST000363,PRD11,Overdraft Facility,2024-02-04,12,0.2,5849.61,2169.74,0.041,4472.72,0.365,30-59,False,Moderate,BR017,Region-03,CH01,66.93
LN000306,CUST000365,PRD08,Consumer Loan,2021-09-06,24,0.18,1720.4,847.0,0.004,886.47,0.422,Current,False,Elevated,BR012,Region-06,CH03,1.5
LN000307,CUST000366,PRD05,Personal Loan,2022-10-26,36,0.16,5162.74,2784.53,0.0139,4883.49,0.403,Current,False,Low,BR006,Region-03,CH05,27.36
LN000308,CUST000366,PRD11,Overdraft Facility,2020-07-18,12,0.2,2316.33,657.24,0.004,2050.47,0.552,60-89,False,Low,BR006,Region-03,CH05,4.53
LN000309,CUST000366,PRD08,Consumer Loan,2024-01-21,24,0.18,5170.47,2625.95,0.004,4322.85,0.601,Current,False,Low,BR006,Region-03,CH05,10.39
LN000310,CUST000369,PRD06,Auto Loan,2023-05-05,60,0.11,10824.17,8827.52,0.0398,8598.9,0.51,30-59,False,Elevated,BR006,Region-08,CH06,174.54
LN000311,CUST000370,PRD05,Personal Loan,2020-03-18,36,0.16,2017.74,1466.01,0.004,1608.49,0.263,Current,False,Low,BR020,Region-10,CH08,1.69
LN000312,CUST000372,PRD06,Auto Loan,2024-09-13,60,0.11,22770.13,5964.61,0.032,18784.44,0.428,Current,False,Moderate,BR024,Region-05,CH11,257.27
LN000313,CUST000372,PRD07,Mortgage,2024-07-03,240,0.085,46541.67,19717.12,0.0422,41743.05,0.526,Current,False,Moderate,BR024,Region-05,CH11,926.58
LN000314,CUST000374,PRD06,Auto Loan,2024-09-03,60,0.11,6897.05,3493.97,0.0048,6128.41,0.451,Current,False,Low,BR009,Region-12,CH06,13.27
LN000315,CUST000375,PRD11,Overdraft Facility,2023-08-29,12,0.2,1760.7,1660.49,0.004,1345.22,0.38,Current,False,Elevated,BR008,Region-08,CH02,2.04
LN000316,CUST000377,PRD06,Auto Loan,2023-03-21,60,0.11,500.0,308.34,0.0171,400.31,0.32,Current,False,Elevated,BR013,Region-01,CH08,2.19
